# X^3 + Y^3 = A^4 + B^4
# primitive nontrivial, X>=Y>0, A>=B>0, gcd(X,Y,A,B)=1
# sum branch, A,B <= 10^7
# n=7629
X,Y,A,B
927195185,11549121,5302945,1584259
270094714,177663593,2087280,1586199
456221962,49887017,3069225,1586952
416513209,76566633,2854185,1587023
709457457,665665312,5040910,1587231
716190001,537888016,4767539,1587472
288268889,36532361,2049725,1587555
508317377,331165944,3563729,1588516
646862961,645343096,4805018,1588527
246665024,50716817,1720164,1589483
439828605,201022261,3052503,1589725
307519297,72459384,2191656,1589903
231914944,87649713,1612115,1590072
1239447393,374329480,6645324,1590121
380112737,249547592,2829075,1590698
253917641,13290441,1776811,1590943
328917362,284141209,2686824,1591203
1783871201,38397185,8677605,1594901
663976261,135528141,4122153,1595483
894140121,141502121,5164141,1595813
299186141,17699525,2122225,1596831
1399959569,508084392,7318283,1599376
484844465,295534591,3397356,1600890
517165689,387844057,3713039,1602219
468759713,315435199,3362190,1602894
352516113,153551824,2527694,1603095
899865721,657088010,5631480,1604691
1865008265,1335491753,9702547,1605633
316351185,179842033,2356251,1606013
967395073,301539480,5516517,1606058
949271253,301447325,5440553,1606381
666250817,303603377,4219733,1606935
1311334345,1036274858,7614111,1610256
464588249,246601687,3227424,1613382
535222008,6073889,3479228,1614215
214978849,174743697,1704421,1616727
778327921,498921825,4926063,1618165
242253505,164050728,1852363,1618302
1137847168,643448209,6451810,1618313
925709705,326390698,5353158,1618581
619915469,362973957,4087639,1618891
1372003354,920307257,7610814,1619073
923174552,642304449,5685487,1619108
275007736,190324161,2136081,1619164
388698109,29712613,2683793,1619185
1197983968,376600465,6482416,1620331
853872849,362765072,5075077,1621004
1573093161,1426289801,9076651,1622503
310872741,187248061,2333933,1622853
685885201,220581736,4250647,1623482
532271065,268515321,3574215,1624141
406094752,280718689,3010409,1624348
635089475,571155181,4568214,1625400
679719248,417809105,4415128,1625787
377325177,268876009,2852119,1625889
469239485,47506293,3133703,1626157
507401825,421450488,3753449,1627144
269491216,143216641,1984148,1627199
388091313,119296240,2699603,1628736
578590929,242357873,3764747,1629235
283330264,86339697,2009809,1630746
373064485,246783803,2781558,1631754
1095164832,122473489,6014152,1631883
1112253032,700684049,6433278,1631959
441230632,340594993,3298015,1632610
392922248,371455329,3199597,1632970
422501569,82880632,2880623,1634216
572160545,181924728,3693764,1636487
822817153,30774097,4842565,1636735
782406977,515282912,4966863,1636900
323248120,147225393,2336022,1637407
842191233,748412560,5636494,1639173
1449415713,357541640,7451726,1641731
1664765136,1547799361,9549044,1642161
347970648,329063345,2897581,1642208
721522176,273413585,4440382,1643705
615653153,334243040,4028541,1644086
295493513,10974010,2073594,1644549
913929400,770210913,5901459,1646434
239467137,140540944,1739589,1646558
696216817,528602904,4675299,1648268
1462455317,1099578139,8167494,1648284
755257289,27702778,4536267,1648650
287188441,123412250,2064510,1649319
302328889,283028762,2559297,1649514
1746675616,578140561,8617493,1649776
657657499,37213637,4079754,1652742
756434801,605809361,5044689,1655777
326266321,90532216,2299321,1656082
343296649,103958567,2415648,1656558
675879865,537512793,4622311,1657827
1608468841,1552978761,9427483,1658871
799844352,104056273,4740985,1661190
666876865,4617648,4122863,1662804
259110115,195150413,2035956,1662882
1258913229,656273413,6902655,1663363
543058872,126220577,3525629,1663610
627739081,397231706,4170033,1663716
309453633,210187640,2364368,1664113
1070886817,67803544,5910887,1665716
278814800,86615121,1955237,1666300
1635554773,1328507005,9051397,1667641
1842649192,245577537,8896202,1667925
981326837,785850429,6141397,1669937
327064745,304689513,2729341,1670137
385929817,230230729,2804963,1670227
1013249056,236256561,5686548,1670797
1810321717,975758557,9098879,1671725
321664042,63258137,2251527,1673130
271217361,47624896,1868046,1675513
1045340263,385334009,5875350,1675674
2110134593,690134625,9928369,1675991
227613488,175533105,1745569,1677382
924918032,791317457,5980025,1677834
292428901,28094941,2032681,1679551
963751664,284228961,5492585,1680380
272897749,159465563,2012100,1681158
407615008,194735617,2862140,1681985
590119810,357954761,3949704,1682025
854453089,220807536,5003155,1682550
1283418305,463641656,6853050,1682827
467997848,128155905,3134911,1683032
560402289,150543032,3618173,1683244
984062845,112220821,5546395,1683287
1498617089,516739832,7689189,1684442
333778544,22864577,2323294,1685067
1209892418,1173290905,7623768,1687347
235964169,167799977,1767013,1687753
269360056,131281105,1923589,1687780
685310744,409478993,4422098,1688025
1485498545,897211248,7948819,1688056
227206073,185662025,1778193,1688623
335158352,242042273,2570520,1690585
271315360,39126241,1854640,1692233
850987569,794440993,5771361,1692485
236898097,162852544,1751071,1692826
604629137,94653224,3823211,1693812
313652057,310807049,2693077,1696293
302555905,7516576,2099035,1696526
361869665,59514488,2503764,1697303
221793761,201455336,1811469,1698302
559149537,145103984,3608452,1698761
401670432,298296337,3018519,1698830
508089425,307246353,3510263,1699361
1261187649,162937672,6689082,1700117
507910449,360786448,3608927,1700190
678731801,262694505,4237507,1700885
723601553,295353680,4461654,1701367
597992807,144992329,3799944,1701738
685844891,616200085,4838742,1702140
337745665,205770481,2496335,1702739
1149061921,162772401,6236803,1704297
1215986857,170028889,6508529,1705103
344138665,94615273,2399089,1706299
288344825,182147698,2153838,1707303
315638629,193634507,2343858,1708788
289242069,276858733,2464435,1709133
353630721,199562080,2570113,1709400
867299896,168813345,5046663,1709560
332476723,208460285,2470656,1710006
292742818,123193289,2069751,1712760
1467790321,311363761,7511663,1713271
392678333,63613445,2687771,1713429
525233401,64023266,3418251,1714092
763366689,503453288,4872820,1714873
234826977,181964624,1791122,1716557
681599745,432759448,4440961,1719468
503468457,350613449,3567431,1720133
2072033117,567852309,9758989,1720393
1853049377,733596248,9063790,1721475
1262273761,1107451720,7613875,1722878
301625457,228967304,2352067,1724284
1039668333,726749765,6222073,1724467
340362856,67851361,2357188,1725737
719629157,242056637,4409181,1727525
316028337,193096192,2336385,1730386
739240097,258737304,4506142,1731677
1358279881,536413826,7175682,1732461
410952520,210476833,2889539,1732706
1001199073,267374400,5642551,1733652
519137856,504977521,4014161,1733766
841076737,534402792,5213114,1733925
334321297,262293424,2609228,1735061
556253393,147262232,3590700,1735675
1394850113,1351626545,8481189,1736953
326785640,153196433,2328021,1737772
273840432,32641969,1839498,1737791
1148409961,127731890,6231054,1741515
1071743008,34694305,5912312,1741543
668734528,260784145,4187881,1741778
377424722,118060729,2607177,1741842
533825425,48523696,3458234,1742135
687023377,547257304,4678103,1743314
1215438713,1052153479,7370460,1744284
1028133413,621414125,6024719,1744893
1780371889,1152904257,9200799,1746109
387571985,177102833,2716671,1746497
597426272,455512929,4156348,1746967
1945456837,1143022187,9698430,1747704
1458864976,454500001,7514983,1748528
1522427205,969092141,8158055,1748867
1595288443,419428229,8013780,1751592
1079015520,417478273,6027141,1752022
876375981,799823941,5855103,1754603
797855789,456420837,4935697,1756189
695760664,714177,4253374,1756299
1340930234,348738217,7031139,1756674
230123473,195422640,1783416,1757179
667804264,340251361,4254515,1758590
998538369,180993473,5612099,1759045
872687465,93776266,5060520,1761831
1484407200,1258131713,8513243,1762958
438138409,233134727,3055038,1763376
516333617,347386104,3610291,1764148
1334387465,722233666,7236990,1764381
348780985,258148343,2658246,1764768
410330155,139868933,2807364,1765206
1473897761,761567025,7764085,1767247
469372641,267786136,3259284,1767689
1484034833,315173880,7573493,1767916
391726421,8747501,2663633,1768089
484790393,371362570,3530472,1769043
270130657,22963864,1774292,1769911
317350330,103035161,2195028,1771125
769429397,186709277,4611355,1771329
305337640,187640193,2240794,1772091
808788881,325273520,4850602,1773495
313604848,11228865,2138613,1774954
348724581,72290381,2392853,1778351
676785481,68999015,4162752,1780290
799355609,116965497,4734167,1780547
304192341,99739741,2090229,1780559
272680897,73932544,1805312,1780817
433444821,215299325,3003125,1781609
725507520,608575201,4943415,1782224
1480213705,219466778,7546731,1782978
1606577161,727996281,8200533,1784899
351850577,104010984,2424152,1784933
470986289,112978992,3128278,1784993
941344552,414457969,5469848,1786499
465662496,215952385,3168987,1786870
414712897,144376864,2829967,1786892
260346031,166096721,1861056,1788528
395233525,190920573,2764959,1789397
448934479,118071137,3008016,1789554
421770496,24705025,2836991,1789960
395368929,375189952,3195876,1791433
307669841,6961640,2082917,1791540
662938661,208302091,4126962,1791852
413858233,260159305,2973541,1792051
317235641,111440505,2189815,1792133
236071753,226883209,1952021,1792175
1014002737,651697032,6015060,1792333
2002006888,194013649,9463630,1794233
278764549,78625117,1852631,1794439
320130290,227960233,2419494,1795173
1083689657,518914594,6119097,1795458
268509874,250472057,2228694,1795833
1655233281,920926001,8534623,1796243
635312129,475434408,4336010,1796443
934939361,73950336,5330231,1797536
485158529,95837407,3198042,1799034
532110753,426968209,3842553,1799605
335358744,85208353,2296515,1800962
1222715505,7272416,6529283,1802360
1313536657,1215754657,7978795,1802713
725064704,219001617,4418348,1803659
1127257489,170282977,6145937,1803923
343314433,168467520,2426277,1804006
359326313,275730345,2744819,1804201
529974513,297489320,3581711,1804754
711905626,146898521,4335648,1804869
320397280,207161601,2362049,1806600
423441633,282215089,3060505,1807197
1838076477,1440664357,9790885,1808307
1969493040,713923841,9455231,1810340
549623352,173749009,3559413,1811332
326662824,281841857,2610863,1811972
925818968,904376705,6246497,1812132
1848167369,391924137,8931049,1812437
428948840,158026673,2913732,1812589
572748968,274216785,3749732,1813147
407796176,250642961,2919413,1817856
496038352,275416609,3389702,1817917
321375344,201970257,2349799,1818818
1372079392,528534769,7221562,1821263
1468543433,1352436250,8662101,1821534
834706061,61736565,4887865,1821697
370984469,52502877,2517767,1821917
447611877,99926669,2987401,1822477
1744814407,794696729,8727858,1823262
1896598145,950805528,9358559,1823852
571610584,242795041,3712720,1824185
1657660413,826222645,8453943,1827683
1454020513,836614465,7771889,1828903
503597465,145042138,3306711,1829754
241608376,231065905,1975376,1829965
942015376,612943905,5699193,1830140
709811321,178771450,4331838,1830225
294815464,262127473,2385391,1831750
557738881,174904480,3597800,1833311
677584274,172836697,4178826,1834017
366648945,198103136,2600579,1834480
1291747280,747555473,7114404,1834859
263178461,213559891,2019468,1834926
1967515729,684197872,9435301,1835212
1311001961,507137431,6979008,1835676
320544043,197504309,2326038,1836150
391284097,98460544,2652091,1837094
399684073,160733354,2742996,1837095
1015411954,465961433,5806476,1837875
566293648,479825665,4093019,1838258
1533139104,108224513,7742465,1839112
877369809,541460816,5355580,1839685
1915380473,759835065,9291773,1842607
804351089,463143632,4966077,1842892
1450827593,534170745,7518109,1842917
287038976,138330641,1959154,1844073
633489275,518278021,4420584,1844220
280467553,169252384,1978550,1844947
414336953,118406985,2796991,1845089
528826968,63846545,3418313,1846094
346743297,145798504,2399876,1846209
345262029,315817717,2795111,1846287
652279241,189468585,4063555,1848031
382343633,324300600,2975024,1848059
572447650,416859593,3969816,1848183
507957184,393214897,3663818,1848257
449272872,194801089,3047986,1852149
1479764232,126162817,7539054,1852165
469148704,380788177,3480194,1852601
288306664,257441377,2325086,1853459
429713392,354744817,3254365,1854332
299063089,20997352,1965736,1854413
1550640493,1259283829,8694167,1854695
415718627,39783037,2783838,1855350
627902065,217299168,3960204,1855549
1120212877,450225059,6207846,1855896
380129809,167798687,2628936,1856802
1263060816,492681521,6787679,1857218
1749233301,627339581,8645707,1858327
307978153,2467415,2038956,1858428
862860817,272551512,5050665,1859302
897500546,17812441,5163651,1861896
772640201,402520601,4762407,1863407
1849170866,303235465,8922858,1863885
379098744,244406881,2747735,1864260
290671029,98510237,1914407,1864411
415825889,328479032,3124109,1864482
1626856889,917181607,8436234,1865874
601667737,418592522,4086930,1867449
360220705,49663288,2426941,1867834
955084537,133642754,5417556,1868331
1226016481,736797265,6872377,1868875
1261486648,6909345,6683417,1870044
621862057,297762722,3994677,1870530
437999352,298976369,3150397,1870684
1928609450,973296793,9481932,1871397
430688049,333844688,3199708,1871885
304344746,67291705,2005020,1874013
424308289,170690512,2882272,1874639
399890901,204892781,2785393,1874873
382549792,370693057,3118325,1875278
986293328,777310785,6135028,1878031
329346096,212940401,2395174,1879087
571942401,136683736,3648348,1879489
1103933917,812505957,6575255,1881921
624107345,32628968,3896804,1881957
348082081,197539425,2471777,1882335
513086529,440889752,3798538,1883413
279235145,161895033,1913473,1884431
1256754008,321208545,6691981,1884586
983133557,606972907,5837562,1884690
733131377,479591952,4709014,1885265
463742813,392320485,3484817,1885543
298671000,89502433,1957616,1886793
1842201635,237543133,8892324,1887384
742465384,662309137,5119831,1888066
2115114609,576004817,9908963,1888603
1294664485,626902653,7001967,1889153
318595409,263166672,2479984,1889189
1793739761,790104511,8892054,1889604
735255931,223801781,4460646,1890924
872196072,787012177,5808345,1891178
1553619568,88259809,7819112,1891255
313330848,145808449,2141810,1892139
377938469,240968637,2725049,1892663
656183409,136476152,4061999,1892762
327483073,227560704,2415797,1893150
380281889,197493473,2656775,1894263
474141809,43708272,3112046,1894417
298052993,177371240,2091359,1896192
749940817,637547184,5083813,1896804
1058286640,497204673,5999066,1897803
872662981,367410301,5145721,1900913
1306164881,724923536,7138197,1901252
468636218,206624089,3151449,1902690
315880561,52472656,2074813,1903612
340599477,42831709,2267991,1903643
982161977,153152194,5533959,1904454
310372785,285359728,2514561,1904462
289203665,163156968,1980028,1904699
691480426,179901401,4240299,1904832
1077603769,815018617,6494953,1906139
313298357,137142859,2117832,1906608
1062178289,442269233,5971575,1908529
914387889,141025168,5240193,1909630
1867183061,285139101,8985761,1909739
1312895761,88804576,6887566,1910231
1312325361,783570656,7226962,1910287
741476649,399465337,4626279,1910881
831065521,280860321,4913389,1911129
430561073,338503039,3203034,1911480
477398280,299514433,3325553,1911996
265148137,207610442,1941177,1912920
310861189,144094237,2104609,1913713
826391520,408549953,4988204,1914383
1285827986,541599865,6903525,1914996
1575975895,1487368073,9208746,1916538
991139689,409919017,5663803,1916593
415337657,83816122,2766573,1922280
943623368,521507649,5578447,1922620
492582009,355047817,3502943,1924161
1202865600,910229921,7057480,1924313
340369200,108408913,2277863,1926834
762513002,351733177,4663698,1927185
477269633,55907840,3122757,1927262
440982472,185383089,2974968,1927277
599995072,110405217,3777112,1927575
301450481,245130175,2306748,1927710
430174736,86726465,2855022,1927915
306409802,142245337,2051220,1932363
1364966737,103875312,7092379,1933020
1012835425,360706593,5721957,1933453
626057185,75139776,3902025,1933676
797430609,300193232,4775614,1934297
316734561,77923936,2065902,1935469
364263825,256134056,2673286,1936585
716640785,405901088,4529163,1938688
425111713,365226120,3248793,1939256
836602243,127674029,4893480,1941342
301850993,129849632,1983540,1941635
928102208,835743809,6082702,1942485
644753696,290093601,4083872,1944121
284876317,195065829,2007717,1944379
2116968304,440892273,9887805,1944496
1806602385,361082528,8775031,1944922
380471425,211596888,2661924,1946017
497942677,104229357,3240243,1946755
329367392,220845569,2380507,1947642
368436650,95987353,2455194,1953447
523696161,299179121,3533117,1954183
1234642744,656049537,6809183,1957152
295515152,254021009,2290462,1957257
556245089,510455472,4128109,1958354
1334160584,1026556673,7659470,1958619
489687072,417780257,3640352,1958855
1059383233,1053465264,6957579,1959310
251911512,239268337,1964771,1960800
479881400,171290993,3168168,1961021
1863601809,223062097,8968149,1961243
465529712,173770913,3091230,1962205
371270297,188626354,2560227,1965456
827276825,480822658,5073171,1966104
632371709,205564003,3962646,1967910
1396138816,336970945,7238000,1969681
610876535,168424681,3841050,1970214
291136401,203221480,2059593,1970470
309770673,82430720,1974337,1970954
1409433968,978505745,7810554,1973207
316984528,73315825,2032561,1973762
424360280,230300081,2927405,1974336
788135585,97375423,4669158,1974342
1074633449,443669242,6019728,1975497
1046122929,655251968,6128792,1976915
625517599,104673857,3896802,1978026
1934308296,1387807121,9973628,1978027
426471168,7045985,2808962,1978067
343555456,24427921,2241481,1978454
691693440,343701233,4344227,1980056
297791944,291377617,2444603,1982036
882665249,658310328,5562745,1982168
1391350797,707625349,7420699,1982217
638418169,156635063,3970800,1982322
323594001,161543416,2181696,1982411
794693626,272486585,4744374,1982655
518567003,73812997,3339570,1983150
670517201,568791416,4656121,1983498
1302020815,849118433,7276866,1983576
536962513,469425120,3947336,1983621
323649490,18364073,2071338,1984197
596251248,76438145,3745936,1984993
1580007205,44035821,7917141,1985095
469972049,264144552,3213787,1986044
902509385,331874266,5243742,1987125
1387700081,317884881,7200973,1987189
715761189,2501693,4328593,1988335
509696477,358158149,3571593,1988503
673495624,161790001,4141025,1989710
607258288,266729025,3882574,1989717
405563697,368933792,3171935,1990466
690763656,444525601,4476934,1991229
334319085,136721813,2217551,1991831
854411601,336570280,5041701,1992160
476181889,286098352,3279032,1993249
519828947,175180429,3376974,1993566
557954685,436443653,3940033,1995097
636199949,155370067,3957894,1995702
1677578477,733827749,8450871,1997093
444316529,209055152,2999023,1998678
527611729,193953048,3428740,1998747
1774882001,40561665,8641075,1999193
444440801,282415856,3116019,2001206
643037008,629077105,4725757,2002816
1518210344,1437536753,8963066,2004465
789243107,174344989,4682496,2005704
1406431384,104071377,7252667,2007264
355255505,34801088,2312903,2008086
2028767449,300481322,9562362,2008713
348887472,66385409,2268251,2008982
364382386,219125225,2554005,2010954
1834703153,1213351160,9441357,2011768
421084209,154346417,2804669,2014333
365610217,133237922,2428038,2014875
574370186,77229481,3629043,2015394
662200858,197614169,4096455,2015406
556542224,419112497,3891904,2017677
452141217,300510832,3185703,2017700
1749752865,446824673,8584061,2020693
384993689,149763802,2570217,2024046
349864265,96505378,2277666,2024877
528222184,434524017,3818321,2026434
317811505,291489328,2514701,2026876
318938984,199250817,2198726,2030011
395180096,378982721,3155622,2030123
304676229,201597757,2100349,2030979
559323865,88535546,3548985,2031534
736295073,222474584,4452850,2031581
1163356448,724116849,6634223,2031590
1001906792,513153057,5789945,2031596
332525409,299407232,2611757,2032894
389911377,86812064,2558437,2033164
427402421,11937245,2794205,2034063
318167929,160072082,2092908,2034213
516161783,43696825,3312948,2034606
1120924193,556683920,6288441,2035208
669520769,425205992,4355323,2035854
752633057,146267729,4506019,2036559
1406602161,30542800,7251972,2036755
1103672057,640620634,6314622,2039727
669535345,62204656,4101635,2040952
868798337,451263072,5198495,2041124
406096497,122775664,2677521,2043134
491327767,93164777,3177660,2044044
2042159493,1137865405,9993087,2045719
351553713,306504640,2719871,2045814
813373897,70945034,4777404,2046783
331357713,263543200,2467863,2048066
332659880,297327041,2596881,2048780
515216945,350403168,3568424,2049421
372462853,94850555,2430036,2049816
988754336,243182225,5571115,2051328
1350209901,22874341,7030999,2051733
484333745,274404176,3285024,2054675
777751632,102295409,4615151,2055658
476294177,391299344,3499998,2056957
505680945,209511248,3313898,2056993
751501585,182729368,4506754,2059351
349320064,97415857,2248114,2059967
981444789,852228797,6270829,2059991
1210144439,186632953,6477690,2060208
500381881,188404994,3266970,2061465
1734799192,533030817,8554132,2061465
1814950977,207347264,8789834,2064277
307529320,235356273,2211857,2065086
509316743,391462009,3630900,2068416
861585080,761995521,5710913,2068720
310968441,236712281,2235107,2070487
441319691,150520309,2902440,2071020
711190680,378827393,4459771,2073526
575402776,227452705,3681593,2075660
447227417,7149994,2901063,2077266
1033715123,841525165,6403962,2078178
1278349873,400621480,6797261,2078276
500910417,53422744,3217452,2078747
1407536117,1295150669,8384619,2079749
1386244192,901423089,7623494,2079759
979457021,46556885,5508875,2080791
1906343513,631488825,9199001,2086019
1685237329,617796648,8410215,2086046
1292039240,599822673,6965308,2086117
732030634,671999417,5100477,2086776
1024648025,750655481,6202245,2087489
376594833,64113944,2426140,2088533
562325361,482447600,4057603,2088820
714188024,69223617,4311566,2088907
1959388312,1237460449,9846067,2090054
524176705,349126753,3597131,2091947
568887682,426540569,3946413,2092164
731871823,437175905,4622058,2092608
1431068113,538487304,7442238,2093255
436053713,311734145,3113697,2093573
390456008,214454049,2660995,2094662
715110280,470064801,4606435,2096118
324900016,229805745,2281581,2096920
756773641,51587001,4511319,2097143
907764983,226466569,5216160,2097456
955568169,237597017,5425579,2099261
655666901,9852845,4024699,2101125
330770712,239583937,2348497,2101980
588919208,469395185,4120049,2102238
327363727,312639089,2605752,2102412
611925605,16886573,3804941,2102529
995969704,706335921,6028435,2104440
1205836162,96193289,6453546,2105373
768794959,256787297,4609998,2106084
333177901,243513541,2373487,2106491
953332529,800857471,6073080,2108730
445863249,428176657,3483873,2109943
379677697,298168672,2799269,2110490
929002629,110768573,5290285,2110829
1008373089,600125552,5911984,2110889
1995458383,1035322289,9749628,2111520
876841960,152928961,5064395,2112446
323601713,202768255,2172954,2112864
331258961,234994040,2328165,2113328
1272108937,129466569,6721269,2113489
400877906,94689625,2594445,2113764
745155808,699869745,5209631,2113902
900362149,147507851,5167590,2114400
1349326625,67722416,7026100,2114631
386528809,65927498,2483433,2114700
338930913,146039680,2165239,2116572
425897360,425360513,3402529,2119548
841324440,18346753,4897558,2119653
1153007217,825726512,6749750,2120111
691243729,61992432,4197088,2120517
355913816,258521105,2547810,2120681
1208764305,499878376,6576695,2120874
475185265,346694968,3368386,2120977
975253793,528746832,5699410,2121155
363241877,71749373,2300735,2122035
554993425,74242608,3505897,2122122
1335615200,137589473,6973517,2122494
670194985,60897801,4093993,2123355
1671996253,1177419205,8904181,2126221
457585417,46055114,2947164,2126961
1139141937,384054289,6238137,2128391
809048360,68904273,4750472,2131163
1682714141,1241448931,9032856,2131248
1771085536,178015521,8627517,2131858
346821176,57158801,2146057,2132826
2085586969,364037522,9766758,2132913
1620988441,1114775786,8659854,2133369
524006041,33155834,3331605,2133480
964659719,790193833,6084192,2135490
374055539,296084461,2753610,2135610
823509529,10012898,4815240,2137203
1056804233,751299609,6308161,2137465
1143504825,292706233,6222669,2139823
364837138,349869737,2896635,2140410
975452465,365025528,5560156,2141453
768391258,557388905,4961079,2142804
397156513,179003520,2621277,2144978
463343833,314408042,3233700,2146005
807357809,115965848,4744195,2146644
1064618241,638858656,6166686,2147419
671097565,193642053,4120383,2147471
848636069,736731787,5608884,2149482
899705704,350315137,5233019,2149958
510282137,102468634,3257316,2150133
800955623,262905289,4753638,2150340
365234109,70256357,2291107,2153669
1909905797,601577949,9199709,2153963
1010449553,135972624,5641015,2156126
617550577,190072609,3854371,2157703
597677104,54822897,3722356,2157789
1265226235,1215297893,7850658,2158266
617268081,34530296,3822232,2160707
564074769,441601592,3951191,2162366
487844552,362755377,3451190,2165089
731099575,547019081,4803348,2169120
512491121,214029680,3325295,2169138
944757007,915345569,6312708,2169222
1724553137,634118544,8557112,2169901
424158608,102573089,2725850,2170179
657124465,433921343,4304364,2170314
671722352,189396209,4118429,2170428
835674529,710225488,5506855,2170984
362622728,64888529,2252295,2171198
1003961901,443233621,5728341,2172043
356378813,116033109,2224415,2174093
1831628013,1048090085,9235081,2174357
927364008,566289425,5561641,2174474
508473530,483016393,3858933,2175534
1160054075,361211893,6310476,2176554
756191721,83945641,4500999,2179747
588857701,223448685,3726125,2179857
439654033,181003560,2874804,2180629
630843936,245781361,3949278,2181329
1141134457,569807834,6371772,2181789
583919921,544844671,4288176,2182758
1756378432,801238449,8767873,2183118
352163697,347516912,2816515,2183132
2108656433,530340080,9873218,2183391
1279210385,305351928,6768631,2184878
1337128368,131275729,6977285,2188608
441850897,28419424,2820887,2189134
1587180112,940108609,8326258,2190613
521103213,252744725,3405241,2194463
1673459969,564847832,8342373,2194634
343280373,285252365,2520329,2197391
443000712,216924913,2931165,2197720
735081069,698962117,5171489,2199771
757500353,355106240,4621092,2199953
407369857,13843552,2577505,2201024
644347709,147531653,3965403,2201195
632711905,49658296,3893980,2201591
350410513,160809169,2206103,2201695
385760369,49592088,2415235,2201728
394703232,75046129,2489487,2201842
556350481,264312616,3595426,2203159
1252445137,856690319,7119882,2204034
1715458264,1318097361,9248005,2205360
435799106,105870601,2786589,2205426
829638914,556547593,5179620,2205543
613953200,204729761,3834954,2206685
404258721,131370536,2584103,2207416
1362653707,246598997,7086186,2207730
1107324121,727680146,6439278,2208639
1086017365,661281803,6270738,2209386
642434611,317051645,4065300,2210754
441771057,341045504,3177779,2211268
1278679477,589427629,6903671,2211289
634826981,242394269,3960515,2214285
411957049,245764922,2791071,2215014
562943473,364537720,3773041,2217578
660646177,160917232,4047274,2217725
365988482,51488569,2232633,2220546
401839377,86933104,2532824,2222283
541686425,402008098,3758061,2223732
1659100357,1193111149,8888113,2224853
565532349,473999813,4026425,2225633
533207504,62097473,3358690,2226603
986031847,459737369,5666784,2227944
533685713,50463000,3359737,2229734
634492450,23639273,3897243,2230614
1012287817,456280729,5768861,2230909
1387757711,1316562289,8379300,2233140
1138013209,371457863,6223518,2233470
930893573,608358125,5633097,2234387
970657425,448884176,5595145,2234618
1532185272,170328257,7733536,2234735
458170921,134338681,2929087,2235961
1301477959,72855737,6832932,2236728
398353457,246797424,2699981,2238356
387271697,94231664,2410443,2239652
862948789,494245597,5212427,2240057
1065259033,412588370,5950641,2240274
375926877,38517157,2299101,2241485
1722991873,691193440,8580223,2243332
395407761,240252400,2663497,2244090
400302561,210769216,2633907,2244518
469777417,231244967,3085368,2245410
845619353,6405369,4905865,2245709
1164394048,569377185,6456547,2246766
455857769,159077842,2925519,2247276
696373109,324515467,4314036,2247276
343623881,335648626,2696637,2247354
681145057,584933112,4706317,2248470
866004945,93694273,4999407,2249189
1198887165,233102293,6430787,2249919
451540777,75299882,2859132,2250825
1366754089,1217685047,8113266,2251746
347897821,221566821,2283507,2253619
353975896,205377841,2283896,2253901
941977337,330225079,5393076,2255802
421858113,266977024,2873706,2256085
1150283120,117050513,6220919,2256474
1763501488,305131009,8606570,2257499
691295465,179494073,4196491,2258421
326160017,286901064,2383019,2259488
1112108936,116404241,6062517,2261428
623254874,182488873,3860070,2261661
1046847133,996029445,6776823,2263031
946107912,656362289,5763469,2263324
739338297,212385929,4436393,2265737
1042167201,32935136,5766296,2266151
1245962049,1207258192,7781967,2266948
603182960,92815041,3731119,2267900
742401825,537740728,4816522,2268669
477893801,1467465,3015101,2268865
327986753,326287800,2567723,2269966
478313392,200911809,3088331,2270394
694568401,360412224,4341660,2270395
1898286137,1096024474,9495744,2271021
347660481,294098176,2523084,2278097
1599975377,1005560784,8444731,2278948
404848509,157001797,2563973,2279691
540836233,241686009,3471039,2282815
517245944,250318257,3355678,2285183
810080616,714981521,5430706,2285513
704317625,211444858,4266948,2286867
1002355856,734296961,6090144,2286943
588739730,216408073,3697101,2287302
1304178913,101520784,6842332,2288375
1460044337,987842504,7976914,2289249
1845018837,568647437,8957171,2289925
513314585,12786761,3221435,2291253
356998561,264572880,2456803,2291790
1002968689,813051432,6242734,2292207
556536065,143441313,3485963,2293291
1206108394,785188937,6857151,2293716
540270129,344177912,3614989,2294032
654805565,52065813,3988537,2296709
1093552601,8140185,5981207,2298155
560080184,52298097,3487474,2298449
719667569,1230353,4308615,2302441
821619456,584713585,5191586,2302545
786163329,135977512,4631786,2303493
1156779793,128006929,6245867,2304085
566289169,375795472,3790504,2305099
1618870043,213484309,8061834,2305560
788878123,600945365,5105964,2305932
1359556881,445191016,7122078,2306647
742799312,464671809,4685146,2307349
759924529,128747272,4506758,2309473
408001751,353984041,3025656,2309868
757974917,344832989,4600407,2312071
408661608,369223889,3079240,2314171
377524384,317334993,2746041,2318590
923273645,326974581,5306711,2319305
418752881,384860256,3173422,2320943
573376024,38171793,3553579,2322480
925322288,24633905,5256033,2322718
629151466,64564745,3852042,2323275
1637291409,659130632,8256107,2325592
1375658473,1022880265,7769689,2325893
414758977,24786648,2547215,2325900
564973641,283633721,3630953,2327399
435160769,36181217,2696861,2331603
995431201,492718360,5727875,2331974
536548621,354388501,3606263,2337193
451455377,234759729,2943667,2337707
468627313,207509664,3009052,2337795
408873349,90027997,2501887,2338463
1466003473,166097152,7476905,2340310
1872941441,449165695,9023808,2340900
548331425,301844168,3568578,2344093
872222424,350653457,5099834,2345129
1730160242,291734569,8481057,2346192
653347793,484943120,4363783,2346438
