# X^3 + Y^3 = A^4 + B^4
# primitive nontrivial, X>=Y>0, A>=B>0, gcd(X,Y,A,B)=1
# sum branch, A,B <= 10^7
# n=7629
X,Y,A,B
93915613,82467445,1084757,260183
200090041,110995130,1749756,260205
908072368,5375569,5231060,260389
683731709,403719427,4430856,260448
129087091,119324141,1400346,260538
31052597,24157037,445593,260665
69055841,5673936,754964,260759
457439745,446025313,3685257,260767
28153221,21618541,408187,261231
53824641,34547105,662383,261335
31794161,11959280,413260,261597
45688288,16683345,555621,261964
189013061,64911581,1627819,262701
855546713,193978090,5016954,263511
65927593,58995945,835401,263629
33462881,24358640,465780,263977
103710497,16698417,1027655,264013
140692354,87818393,1363590,264417
598150417,17521144,3824794,264599
940464833,109680840,5372524,264913
154376152,46929297,1394121,265510
24176872,3349729,309389,266006
25676783,4626289,331110,266022
840188064,238191137,4962809,266084
1178806221,1018384661,7204573,266101
161754656,98697425,1509255,266798
94413201,24245320,960400,266901
1349234888,147705329,7042191,267050
232155290,47623273,1884618,267123
38265504,31118017,533557,267474
25262417,4085312,324264,267685
322874641,21477000,2408745,267758
107303281,100817521,1225433,267953
24521144,13001793,329365,268198
32006423,6486505,408576,268452
400642073,139450834,2861169,268710
908312369,196515072,5245292,268813
20258221,13763029,274355,269245
105753490,60565673,1087686,269307
622803165,51171413,3942947,269623
55313656,19698481,643612,269683
594686069,303815181,3929195,270325
952762223,618868465,5761494,270594
47025104,8039697,561088,271051
589677072,337964257,3950814,271565
630898085,130423293,3989533,271813
40600593,39129424,590185,272478
694653489,39948488,4279027,272560
67000113,13489360,738658,272607
174952801,119331856,1629404,272791
22683872,2145969,279853,272924
55763144,20391713,648003,272990
697921130,23983513,4293954,273177
617292658,232843625,3967728,273297
25747109,9754077,333683,273539
79176890,6223273,837081,273708
120726577,37956072,1159680,273779
1522145581,311817301,7722739,274051
800946561,49149776,4761311,274064
174811384,173683137,1803339,274186
36428361,22699385,482785,274897
1750691937,1551371312,9766846,274925
406777893,23787805,2864379,275093
512611069,31920181,3406925,275225
55217193,16260169,639177,275275
23752216,19026241,347182,275477
47953816,2700081,568596,275597
25846049,3979128,327832,275705
1288495624,3669553,6800830,275999
23877265,6781368,300117,276112
1016085897,181439977,5699197,276255
30427549,14808357,399819,276731
67157528,17472065,741519,277004
58410673,42773064,721934,277185
95693560,22649473,969094,277381
196109353,96973785,1704867,277397
1155066001,114222640,6266999,277510
277781632,28084497,2152086,277865
28742721,13265681,376601,277907
78082609,29692192,839318,278111
72642448,53845905,854622,278263
34054193,23699345,465111,278377
49691073,1256440,584459,278478
54543713,23103440,640762,278637
21370265,16703321,302537,278805
127146176,28823681,1199964,279007
216876893,166190035,1960896,279018
60892592,45435089,748281,279038
94227577,29243882,961740,279693
61732913,43438880,746808,280307
211808049,4508033,1755445,280409
52065545,22819063,618996,280764
53048849,9862632,616018,281111
244896256,117382081,2009263,282008
83228489,9065098,869238,282555
28831353,24055625,421109,283277
170355993,155738729,1718165,283517
176394280,137304513,1685487,284084
288999696,194172145,2368162,284175
27495857,17317584,373424,284333
507759633,159816769,3408569,284685
47174817,3854849,560063,285607
28854367,19329617,395982,285660
22189541,14302795,290994,285900
69707841,27224816,770374,285973
1110946354,843945257,6664059,286206
158715381,86752685,1468015,286273
23278512,19056817,336365,286464
164632417,28938208,1454825,286780
45043080,35155393,598197,287018
137216218,16342745,1267512,287067
108377101,48187605,1083457,287745
372659449,204483657,2786589,287749
29893201,28226416,453607,287842
150860617,118801609,1503013,287921
51007280,35912433,644134,287951
1838350757,1252721757,9509785,288991
42534344,11941137,517406,289111
170425913,12319834,1491210,289407
26712001,7505856,334062,289547
193345185,89299136,1678247,289820
621490456,336923761,4084366,289937
1030505121,893565880,6520605,290134
149406656,68982321,1382797,290608
602668529,14808648,3846422,291185
76308513,17584289,815627,291565
110708225,56015928,1111333,291946
554907713,47943720,3616021,292214
1609965568,918698545,8387182,292321
122394605,59751283,1195026,293466
645227945,128727298,4056399,293652
645459921,269644081,4121351,293751
22761109,17878173,315955,294681
771556849,190960288,4646842,295025
346938529,110511887,2562264,295074
46570589,40580661,632675,295345
40220816,25199601,520588,295459
57253105,36239471,690738,295470
805803889,32681736,4782750,295505
30062485,21952381,416315,296311
80623745,40465368,873659,296542
33248369,7105088,413935,296754
21693673,17814050,299868,296961
461674741,460592221,3742171,297049
460414913,99125280,3150878,297077
992533873,353042760,5653763,297804
60161089,49854513,760095,297827
290139681,183189016,2351268,297863
112821761,36920120,1102700,297921
1038093280,791218801,6338350,298351
1430029025,1018842113,7943733,298501
316780081,188407200,2490445,298836
1649553856,1470267841,9357344,298961
70258800,33257153,782837,299414
50045473,10255960,586432,300473
43663745,34971576,585925,300518
350427968,77512065,2568014,300539
36960360,6329681,453964,301595
719897377,360882672,4527235,301878
148917521,134049000,1545334,302615
183105441,106750184,1646380,302695
651645425,375683088,4261277,303472
283098609,250917233,2490595,303677
116830561,105954241,1290743,303857
40179585,16767616,497060,303969
40000906,19819241,501432,304263
80942477,2551459,849888,304482
50649985,822088,590203,304514
150340783,86692865,1417824,304566
1628136769,438184552,8144494,304619
854157864,159230977,5004414,304741
32541585,7819616,402517,305300
314576339,21343837,2362098,305904
25546008,19391905,351134,305949
65304688,27302625,733897,305952
116569217,16962264,1121147,307082
594971321,72468490,3811215,307338
29834641,901776,364258,307593
128434153,48758425,1221401,307607
95940768,10597505,967214,309061
168607571,17584861,1479348,310518
1184161089,412792232,6450034,310549
34240577,16583432,433393,311580
82260131,39284365,882960,311814
2125235224,665824657,9973408,312469
94699157,81806829,1085257,312721
168733849,102700537,1557047,312781
38019553,179280,461303,313608
332752553,92289250,2476596,313617
43716312,22924289,541348,313921
1147331745,1029079088,7140812,314663
563869857,371892184,3897309,314866
406791864,144270497,2895692,314969
584459301,97780781,3763289,315557
386770001,67095200,2761445,315624
341350259,339467917,2980212,315804
168060945,34820848,1478546,316137
1271024893,467605,6731549,316529
1719348824,44122257,8443541,316828
96585633,39128800,987481,316848
383022089,93430738,2747661,317130
468423793,23595120,3184068,317629
63065793,31981105,723027,318223
192728159,158961313,1827960,318276
118910457,60090409,1172193,319033
125703818,103070665,1323777,319536
110191569,59580232,1113804,319931
102651193,23132809,1020265,319991
52970177,6886097,609995,320097
349973117,93822869,2570821,320439
65051189,13164077,718797,320933
92332951,38816201,955914,321462
196418433,110653160,1728287,321532
45073713,26089040,560396,321677
69132721,40604640,788545,321738
95996973,13320805,967527,321749
1134708848,72473489,6182880,321941
28630781,28307251,433716,322122
99186832,60501649,1043669,322456
105600177,52552912,1070209,323190
98491176,22757345,988868,323785
196068031,71018561,1675692,324024
493526114,298186057,3480282,324141
28855952,12744017,349644,324965
31329610,25467401,435855,325176
246838037,100063869,2000947,325247
27769297,16585439,348666,325296
50040752,23671217,597395,325356
112211282,16595593,1088970,325395
38732445,29502053,518957,325699
524107777,401072592,3799808,326655
77826769,52113073,880645,327251
1742617136,1595343489,9833950,327355
285521153,278714784,2588810,327397
99741848,95659745,1167219,327494
1019778049,12653457,5706611,327849
236528417,124675064,1973187,328142
30681677,22082277,409111,328445
662923129,353636473,4279945,328853
223789361,28154376,1830128,329549
269096201,121340674,2147310,329565
552689677,76157797,3606925,329929
989164237,670418229,5968689,330551
297097197,18935797,2262833,330705
38453185,27489361,506129,331045
29698929,17412728,373039,331730
61418329,14875922,687027,332244
34964433,34073345,514463,332699
48118417,28204824,590358,333577
43946849,28472672,556009,333612
37017409,15175967,452166,333822
209318833,30420760,1740973,333992
29470929,18997088,376090,334009
295096589,159136917,2334773,334189
38086960,31930033,523838,334399
425090985,294369721,3180387,335645
245385553,17074705,1960333,335821
80207033,32800090,856653,335904
60154769,4386512,672896,335979
56149361,38465816,685748,336387
36669973,31312765,509041,336797
296142977,151770369,2329643,337373
125390209,31923952,1187873,337456
721591999,255986417,4450998,337644
126586945,59772136,1221878,337685
107265017,46023082,1071597,337740
57280321,33553416,679098,337877
710813233,634917409,4980035,338377
27000991,20132801,348186,338622
133492717,19718469,1241189,339297
55142705,409903,626838,339486
52436161,4659736,601448,340369
40003673,31224730,533502,340551
75998944,13861873,808874,341135
956377824,1911697,5438391,341866
119132064,24191057,1140389,341908
51388103,44979865,679374,341982
342906369,127848392,2551718,342181
74851449,1133113,798069,342215
86557361,44124336,921346,342847
48392377,18228962,569913,343290
47576545,35755248,611148,343351
592999385,353668378,3987246,343719
29437393,26415280,415993,343946
73522889,574858,786870,344421
55656338,8844745,631374,345117
243606833,34434600,1950817,345514
168443458,124369625,1608186,345519
151235321,74345575,1401270,346662
38335681,17993080,467339,346790
137934584,102490817,1385638,347403
373697505,306349288,2999287,347688
1702487976,660305185,8500985,348576
375032392,255708769,2886842,349357
704068369,77145432,4323637,349464
86067304,17295217,890126,349649
71367184,14033217,769877,349674
173819777,70052769,1536979,349763
33724993,15924335,406248,350886
749759083,41889989,4531128,350910
31928593,18023025,390187,351267
37128593,28512504,493006,351625
35084560,14334913,418933,351874
35639088,21139105,445402,352029
35514511,9151265,416796,352170
169281861,66913325,1505353,352525
86960337,78378904,1029561,352918
1760497768,420759825,8623797,353024
1168506321,17029304,6320080,353275
269561029,67615117,2111579,353881
1917920218,696129305,9272439,353886
60591825,27006568,689842,353913
1241467845,389051501,6664105,354557
100797929,71347402,1082169,354924
75253280,6244641,800455,354956
42450768,7299857,496990,354985
37207585,11116456,438275,355586
333793705,51452906,2471490,355923
31578753,25875080,425413,356002
70795121,34661336,785338,356079
316543645,221362883,2554002,356694
112457344,33922993,1096385,357302
371654321,195684081,2769281,357671
339050762,229378969,2672712,357957
612092737,173292592,3913286,358315
70310397,36468949,784927,358371
36620777,10310434,427728,359679
107872577,101572689,1229669,359921
507990728,287607905,3527661,360434
96118880,55981553,1011402,361487
93382661,57938589,997915,361795
33717409,17799312,404711,361848
224758169,57671362,1842654,362079
147199241,120717466,1490178,363387
602077401,337067161,4002067,363441
112777464,74666033,1163597,363460
244917885,34262293,1958543,363747
115931539,25381277,1117038,363948
38385048,17139185,457999,364186
242259965,32039301,1942351,364375
185362784,182701617,1878412,364621
103880161,49839456,1052488,364809
106003802,14908489,1041516,365073
123551585,16033968,1169746,365651
46713665,42076488,630991,365812
91755749,37817467,948282,366066
93362969,46180402,972444,366531
1978011680,604853201,9445660,366651
39941681,25264896,498478,366817
526188033,106517240,3481282,367387
160008792,84277249,1470591,367624
39593776,12643281,462597,367784
55460129,21002352,633944,367993
185942377,31383129,1593109,368109
46851067,4858469,539262,368238
42653345,35501071,567588,369090
242626501,214125805,2215249,369365
166555601,33443551,1467606,369504
380373863,221357209,2848776,369600
429920928,186493345,3044647,370056
160858005,60121933,1445059,371307
243599893,50830429,1953655,371533
68118960,46046401,792593,371640
58466941,9436021,652739,372089
41176922,34900249,552213,372912
461874689,272539567,3301134,373008
46295025,35470768,593718,374129
54211105,40677576,674540,374151
42037969,26964273,522001,374385
675857449,283520402,4266954,374949
48954657,22736672,574936,375175
177071113,150097634,1727874,376125
36330344,16369217,423866,376341
61025009,47568968,749034,376625
63573661,15654261,700273,377469
1948883009,1141025217,9709501,378923
68631655,48575561,803670,379428
98573249,43914752,1005393,379528
74572025,9835618,792708,379659
1752350101,158707741,8566351,380533
683768969,5076442,4228389,380922
184927058,169509529,1828305,381126
209176849,67494712,1752791,381202
311936677,83669949,2358033,382609
834344368,435146209,5074684,382775
144582809,24126617,1317701,383223
342436184,194747313,2625535,383326
1469485805,281246373,7518511,383357
74813449,57070778,873810,383451
76222642,4506089,805653,383526
75593969,19322673,803855,383543
376494464,130636497,2730361,383774
28599829,27220717,384509,383827
278934544,163168657,2258633,385322
94838664,46640657,982652,385483
819875200,114691761,4848454,385665
141633881,43435351,1305078,385812
95148977,21761023,960060,385830
95218569,17513977,959181,386117
366617626,114998681,2669394,386217
59019605,13480363,656496,386364
86761240,59470081,957664,386495
67841656,9127105,734236,386735
51029745,32276776,616157,386760
205777777,121757344,1799939,386924
52970045,1825653,595937,387323
236517589,124790157,1972947,387397
1678922720,826095473,8530846,387537
43865546,24933721,527178,388023
289448901,132111421,2269593,388063
314318321,143435791,2414412,388092
283288757,149433869,2259159,388577
845759681,489481680,5184052,388655
230487385,20895143,1870092,389088
80373041,33858641,855263,389247
213884440,13009681,1767680,389323
128137801,92380946,1301496,389703
79931161,40960151,863604,390126
1601032393,1149163010,8658894,390291
257440917,34743757,2032953,390295
56906925,15805541,637235,390881
94929777,54981352,999555,391364
416999013,5938445,2917873,391547
85373377,15784689,881083,391671
46646624,7906497,529228,391727
90888805,54180013,970231,392443
32550281,28210546,426324,393207
42109032,1293377,474575,393368
718770752,203226449,4414309,393444
128292575,38757073,1210308,393642
526601675,106334053,3483246,394056
70457377,29774769,770273,394149
888078421,764313501,5819419,394161
29823769,29523122,409422,394257
688144603,399911765,4443348,394338
487721722,4468649,3281757,394794
103246241,3609384,1018535,395240
46229377,16680529,530219,395249
312687173,197388989,2486715,395291
1022484877,208670627,5730060,395502
77304419,17756317,815868,395592
900004152,477711329,5380361,395696
94809416,30122801,961526,396831
373954581,79956365,2695375,396961
1260259609,449928842,6763557,398148
768162653,353976789,4723025,398219
606454937,526085529,4381733,398231
197165434,52562777,1670361,398358
2025056744,1067115617,9877674,398419
44183393,42090584,606765,398734
72434769,62512513,879679,399675
71127664,3092817,760231,400962
168721976,90047985,1531918,400975
64257881,39044146,739437,401136
1731761045,1121685533,9014983,401139
54703816,43760881,686066,401393
1467539161,55059225,7498029,401455
36385873,24269089,436985,401563
92415141,22316941,938073,401651
1677476696,371382321,8311198,402079
55793413,7133435,619968,402744
63165185,45811808,753168,403009
386680801,57535336,2759446,403507
102153345,48959896,1037087,403680
376441832,58893137,2704795,403956
62491786,20524601,689496,404157
68552992,1174449,737261,404292
87087768,13251665,892967,405338
298468658,45259945,2272176,405441
93334032,11883649,942074,405627
101914793,76760650,1103622,406707
1229729825,341281473,6601643,406811
78370769,24890232,827666,407239
76578920,40263473,835094,409119
1283552833,571862975,6926436,409356
45687122,10219753,511260,409455
1770007329,727453712,8775421,409562
42464663,12513385,472956,410868
298451605,55505003,2273712,411252
68830081,1342641,738363,412201
86708048,78993665,1027803,412238
128189333,68368685,1244283,412661
446320713,9948025,3070441,413559
141765715,89517581,1371402,413670
48201584,29659457,574236,413903
190344083,74206669,1642350,414294
50570593,33808360,609932,414697
63879173,53897645,789059,414729
319065730,71567273,2393484,414897
1190525581,181819125,6414875,415461
61405123,4411805,669894,416994
468743232,83497729,3189932,417279
329592621,119466085,2474263,417915
85530913,23839105,883133,419507
313806640,158244561,2429396,421125
278429018,274883305,2550618,421203
42266735,22886641,486294,421530
593560279,390619097,4048674,421584
504005705,3509218,3363561,423636
782135233,32922280,4676944,423727
647663881,351742631,4213404,423774
54404704,3714913,598990,424109
1216189465,193133161,6519029,424285
48161867,46615477,651792,424680
71404368,29658929,773306,424735
682752273,550200880,4692329,424938
90715992,43940209,945361,425118
532654584,393176417,3815213,425246
75649977,35535497,816797,425285
1742359336,1126384785,9053547,425620
45828013,17949875,512838,425766
39831561,17887385,435755,425771
305941397,146456779,2373654,426246
42879744,26043937,501668,426759
65073941,16977101,705157,426867
50197317,5541277,552735,427231
71291368,53504257,833300,427265
1102002885,352571213,6097237,427463
320232128,93393905,2407971,427556
164899721,12839721,1452623,427747
59379217,27857872,666190,429463
190509749,142267037,1767501,429649
540406585,131225543,3556812,429744
317134585,4903946,2375838,429855
73390009,36591602,800214,430167
212828065,120729408,1836108,430361
140738385,26873393,1290403,430549
1205114129,1176438432,7623883,432088
94768525,89003893,1110593,432121
65257963,27055685,716016,432138
105767592,29439089,1040788,433469
180651248,131451905,1688667,433658
116993504,38569473,1128728,434305
41639717,25163949,478231,435061
84499896,15668225,869413,435110
41028793,17400530,442347,435732
75522977,40854799,824748,436398
180993121,180276376,1851497,437104
225511125,73991213,1854839,438479
61254184,29378817,683218,439461
484649589,69175213,3268515,440027
49688357,6297389,540619,440073
152687843,66613069,1397820,440214
569016473,252576825,3762067,440231
59957217,36842449,690903,440603
60697775,5464753,656778,440694
380817857,378558737,3234395,441633
1846902427,571883717,8974470,442494
75513576,38107601,817861,443012
2028462757,369791037,9572615,443319
99531601,98302296,1173628,443547
613804721,149485376,3913468,443859
193192114,173526233,1876410,443871
53515777,325144,581554,444059
146189304,123896977,1494388,444309
236701792,191698449,2121769,445302
44781680,25592993,509209,445344
46307373,38338325,583723,445957
249291117,194944069,2186631,446093
60687281,45572016,726284,446957
121065601,65114656,1190776,447073
898224817,19429777,5188405,447667
44533448,26743025,508718,448527
43485921,7740536,452498,449357
42870541,31919301,514927,450003
1097652513,17047400,6030394,450307
391820744,237862913,2928705,451028
114694849,53758032,1128574,452427
1356274417,325191384,7091616,453853
58312345,13003106,630465,454002
1133953000,134273473,6181918,454261
104437984,29863377,1029446,454521
67526225,57919976,823332,454565
58908770,39065401,685824,454875
127637849,79955242,1263354,455703
231334384,113536017,1927401,455986
133247041,102918081,1359161,456183
203307673,148206650,1846116,456597
75902905,18335303,795252,456684
306051744,303902017,2743964,456753
51410337,31035784,591282,456803
44274776,20764145,477405,457468
249483739,73024133,1996050,457554
348369537,189402904,2646144,458081
1749665537,911701064,8842651,458394
249286833,166181624,2115713,458650
1220069409,724815608,6846248,458695
126392673,74892800,1243949,459886
161149528,77954065,1465582,460649
1437108693,872178125,7762829,460651
721731361,417498561,4602383,460761
46509953,2788160,483909,462602
861130905,86204681,5028089,462785
961091459,453788893,5596734,462930
477711905,40276136,3231421,463770
530644769,189256232,3534986,464637
161603385,142978793,1632161,464761
84243608,23365505,866529,465172
107309059,63321437,1095942,465534
558986333,556476115,4315818,465912
71422715,61164133,859614,465942
166340896,35399361,1464434,467403
707572401,165582680,4352074,467585
450438424,181109937,3140586,467713
150729239,82295017,1408332,467904
1930202737,1209528672,9729405,469376
168048434,78196777,1508283,469614
138902905,109713338,1409937,469962
968463227,675069109,5905104,470022
75759264,69980257,923859,470582
39603792,37438769,505672,470989
77471546,30151561,815877,471174
91392161,85175311,1074294,471264
1989817517,874793733,9615325,471785
68171578,23632985,727719,471846
1808759873,1556002784,9920256,471985
97380121,8228786,966909,472728
362469888,56906689,2628811,473190
64684272,64463249,835883,473668
50243561,7753481,525741,474991
234572112,43894897,1896657,475370
742060049,409941201,4674485,475525
67827377,27482623,728340,476130
82251089,23265792,848167,476434
47668657,19195072,502655,476498
66289568,16844129,703194,476525
68125729,16984872,720458,476739
267609727,191361329,2260716,476838
68363237,14161437,721115,477371
568127776,329409441,3847193,477708
87624920,11447393,888147,477718
464425921,125766496,3178826,478133
58372162,24244409,633192,478437
85588097,77631944,1010427,478586
52124960,25142033,568888,479307
179709865,58850903,1562124,479676
99280929,71932192,1067322,479933
1407875168,1020876545,7879359,480008
150708761,69043186,1386819,480348
218126421,144601501,1911429,480529
137796250,96073241,1362858,480585
584625049,507384362,4263387,480648
482153441,159929640,3282694,481715
60189384,58142897,774977,481838
319583249,47981048,2391255,481898
80540017,74106472,967270,482159
343287569,45820593,2522645,482573
58071608,35807169,658031,482620
50048305,32418168,569346,482849
315996481,89285416,2382314,483883
133580448,105684385,1368674,483939
85603321,223415,869760,484338
350391104,192535937,2660492,484383
44265451,30851141,496842,484632
631164593,145891185,3994073,485089
50698984,46883073,649092,486145
355271024,86266817,2596149,486362
104012761,63664041,1073301,487043
141664880,22072433,1293266,487407
446995585,225359808,3167803,487746
153981537,104145952,1474263,487900
122047832,118001297,1358345,487914
1361372865,529046768,7189067,488062
186138616,97051041,1644096,488359
69300200,40053153,763673,488516
208443385,113977321,1799255,488641
262835989,152534157,2157051,489059
96462127,838529,957396,489486
893430649,690122618,5681250,490479
209078306,77342041,1757649,491334
72420905,18657466,756792,491385
59902349,39656757,683797,492187
56786929,28814992,620084,493277
819254749,267945237,4884121,493533
64625837,61290067,814752,493860
1359260456,912525041,7562673,494458
259484337,59954792,2049023,494470
385724560,263649793,2949247,494576
71996673,13014104,749296,495295
233920880,69975761,1901829,495340
74821433,15570969,775795,495769
175979288,12266625,1523771,496114
278273881,18911690,2153190,496311
57498253,41095765,667729,496369
67709697,62114744,836354,496549
93021936,45901265,957575,496646
89243105,61265768,968474,496947
146890401,49004720,1340195,497074
112829152,25157409,1086006,497539
116113291,22490021,1109538,497592
100006401,7518545,984449,497755
525771569,395972417,3794763,498391
558445297,218300224,3685516,498659
63392961,3426056,662732,498769
555915096,321820625,3784210,498887
795155849,149389673,4742895,498989
348644065,110039616,2570358,499085
62614121,18554170,659991,499260
195871185,19925608,1652682,499591
1565912683,440451269,7915230,499992
63756913,4443712,665870,500335
1582077265,897860193,8272673,500877
664542889,125989017,4145781,501587
47817953,30811025,522603,502967
56028513,38145920,639401,503456
109598410,91132361,1190496,504255
59903032,2954449,622331,504892
608703535,589443713,4554444,505026
334027896,82579441,2479011,505052
393612657,168553169,2847091,505589
428955794,162571033,3019806,505905
55448753,49026872,686995,506040
47675137,32196184,524864,506561
49194977,44744552,614711,506580
92440642,49221689,958242,506937
50974697,20192362,522201,507480
82417177,74101177,973811,509575
444474141,161272501,3096503,509739
1749331049,1476758777,9622593,509879
168116762,107580697,1560405,510768
862419825,82717153,5033537,511077
154576149,39532877,1385689,511177
1130362917,884016077,6797555,511319
165638665,86308298,1504149,511902
326352033,138720544,2472285,512306
194307729,124141777,1740651,513019
796282305,278323121,4789895,513509
85938757,5089197,866985,514061
111137544,15061873,1069082,514065
480583568,321950369,3465885,514186
72439185,40672928,783829,514244
212854949,25946301,1759825,514415
298162024,100048273,2288698,514615
62756543,42168049,708480,514722
348111305,122321818,2574699,514854
226689253,88670747,1871820,514920
976052785,292105888,5558644,515251
1698808293,593370829,8455467,515375
53033272,9447457,530489,515840
563142848,278982305,3761692,516519
1321199601,316167280,6953457,517690
121109417,100863442,1285482,517755
354232613,224605915,2731992,518424
51377165,35802581,573289,520665
544078184,411250353,3896600,520979
461389053,209400485,3218687,521327
854886865,602329488,5388731,521532
59040433,49998544,711725,521908
53234920,7362193,526729,522074
101017841,83211800,1112605,522708
47137633,40335360,556208,522711
153432160,119055681,1511823,524240
300318433,264067864,2596105,524404
86596257,53434849,923147,524541
55865303,12895705,562974,525132
62858881,19461120,651050,525189
633496521,205170601,4026279,525221
116045137,9763264,1104296,525989
216431111,71454121,1796934,526296
68467649,30029832,721397,527138
55205393,33715232,599400,527605
555358041,191587721,3653851,528629
204023040,44401681,1707573,528740
1669569773,894235349,8559939,529085
1833834273,137099864,8862659,529490
297868592,131132369,2312646,529927
79613545,10694786,808347,529950
54158809,37947722,605451,530376
1055949049,477502201,5988635,530425
63464737,6917352,648288,530695
1018223301,23165725,5700007,530775
141073768,51153409,1300645,531334
1493523368,623918225,7732087,531594
59929409,36765152,655296,532721
384073089,63080648,2745595,532834
88635408,59526545,953456,533227
256516449,94827872,2049694,533843
170108153,129889954,1628427,534960
1223561392,414181569,6604597,535998
585919041,445467856,4124757,536338
63236440,3767073,642258,536381
61060793,35921945,661203,536551
169849525,167138013,1754979,536561
532579880,209640993,3557624,537529
111258056,32860481,1073679,537968
95172608,71321985,1033441,538732
1501856801,660105656,7786051,539286
175122809,109269298,1602258,539385
255373509,117791837,2065567,540113
156710961,53974856,1407091,541184
175834448,128917809,1654495,541358
146564240,13930161,1323154,541505
103965921,11985856,1009673,541884
212342705,163351568,1929026,542079
123614056,27239905,1161911,542300
116111168,20482145,1104186,543827
386277353,155649225,2798327,545509
84722039,48991033,893370,545772
52339496,38117985,575866,545875
61513889,15471967,619356,546684
151761281,42577800,1366111,547040
68883361,30981400,718772,547225
57138513,29493784,591380,547557
1680257313,1109656960,8841212,547641
415464784,46372737,2910149,547878
745002241,354986640,4626469,548850
766574609,436575312,4806194,548887
325957185,114288568,2450069,549366
1328807786,370527961,6997152,549483
52766480,32970273,549854,549763
342199745,194176913,2622513,550987
1339378361,74410761,7001513,551351
93704216,32536785,935150,551417
66933317,8264109,675271,551491
354941913,155920409,2637815,551957
114400423,12179465,1088898,552432
231708305,57428808,1881664,552619
76558018,1844825,772047,552882
989835865,83650898,5581197,554112
1858484481,495336721,8992989,554887
1155800489,713940682,6608973,554994
1670164421,644626795,8377938,555240
1888786017,876802384,9278706,555283
132502225,77298753,1280943,556507
268050209,131204552,2151363,557426
672011192,50736017,4173924,557525
83451144,35184481,852435,557650
119025345,82356256,1210635,557686
99485344,80904913,1091128,557755
257983370,31813273,2033688,557829
386928069,81314477,2764049,557861
198758609,128752632,1773344,557893
169987921,47609296,1489511,558778
212827249,13883952,1757699,559128
343255896,218791841,2669981,559166
57586081,51310776,691182,559261
613926671,47724961,3900246,560712
61104418,44199929,681456,560715
90275136,90013985,1081085,561046
53102301,38133461,570599,561197
843878033,787623200,5745161,561606
650420193,307822640,4176371,561826
314993023,146473265,2419986,561876
59029007,3981649,569502,563118
222152497,80928312,1837215,563174
99309441,81813041,1092791,563653
103890273,79743344,1111682,563885
149306049,25161208,1341935,564384
149684314,44944457,1352184,564399
53648193,49047040,642383,565284
1100508121,1035417626,7030272,565797
222597370,45003113,1821882,566931
386274793,311187769,3059911,566945
73500944,62870897,858094,567087
1952552803,545596925,9338862,567402
311401048,264281665,2639678,567637
509210393,41240745,3389573,568061
255223121,198985135,2222520,568116
275516105,11738218,2135868,568671
166392321,64842896,1478204,569023
271351192,97027809,2135283,569258
573720800,334619681,3878160,569927
62061937,51878209,722839,570139
1113795707,83487109,6097356,570468
244306721,71179536,1962584,571129
77975889,22559992,784423,571902
453601537,160136832,3140955,571906
472496867,327875149,3443634,571932
63282648,33055169,653530,572107
1697054101,448811485,8399615,572299
54862233,37254425,574291,573343
1704694963,1068990845,8864706,573432
307825632,46096369,2323747,574092
103228432,65604577,1062349,574150
537813505,328425816,3716955,574694
1842877408,790123329,9064776,574705
1390500163,1197255869,8146596,575100
133092089,40881593,1233657,575435
114227032,66985009,1138573,576496
74493730,65300633,873153,576678
741480672,308360609,4571812,577127
66963881,44779210,726477,577890
520008504,287583857,3580148,578627
503467153,93107999,3365640,579282
154382973,59923589,1394485,580213
541654992,297231649,3688327,580392
504264577,283048024,3504226,580997
175092784,42762097,1519558,581521
137951029,31329757,1262639,581539
72006360,15319793,715313,582506
84418657,13957384,836252,582697
1459227064,808047937,7764559,582988
391105320,63968513,2782811,584146
99510578,11402425,965847,584406
172830034,7854857,1498794,584499
620741741,381072021,4142251,584597
343570833,121622600,2549321,584822
174687305,133602151,1660260,585282
59463480,32032033,595524,585287
634139719,385457177,4203342,585594
126341833,110663735,1343112,585732
1798285640,1083868353,9175697,585808
386633713,42973384,2756782,585935
129708481,80872416,1268982,586187
93227629,49007507,948492,586884
428857418,17293849,2979054,586905
1203530913,462871304,6551534,587555
1501641425,222475208,7634373,587608
86638979,39892093,877860,588492
841474754,600612121,5338740,589485
339304457,212567794,2639616,589911
621225925,148738653,3947871,590417
108864256,93401281,1186702,590773
822185264,333185457,4934012,591251
1659292549,868491837,8501363,592173
83158723,13004909,820980,592194
309092923,62050805,2333412,592446
705461263,535395665,4739166,592638
345486696,169263025,2603775,592766
309167528,29346225,2329601,593582
157625840,119937041,1532619,593660
209300749,56395557,1742723,593751
2064577952,1028072097,9971555,594122
133942648,129726529,1453304,594895
311773469,38391077,2344943,595161
1740784445,1233784773,9196529,595337
80172640,8869233,790127,596106
128042913,44682400,1198311,596404
116591313,81467104,1189016,596805
765499729,154158112,4611173,596932
161596085,119984971,1553220,597012
1406253441,285590296,7276933,598062
773101121,497359471,4917948,598578
783085481,32480866,4680966,599157
513189616,151707361,3430652,599159
98751816,63100865,1020692,599185
52897658,51408985,627417,599214
86149985,12353393,845979,599393
723366427,553806149,4838838,599406
593025741,400597861,4063743,600443
446687209,140287202,3095004,600447
69252001,62541361,817421,600793
1599351037,1034567219,8491092,601902
