# X^3 - Y^3 = A^4 + B^4
# primitive nontrivial, X>Y>0, A>=B>0, gcd=1
# diff branch, A,B <= 10^6
# n=3207
X,Y,A,B
9981488,9901231,59685,57728
40786168,40782191,59930,51337
3237816,2124239,60173,57912
2848009,408478,60378,55869
3297200,2797567,60699,24766
4265203,3981811,60792,29940
86181297,86180672,61055,13170
2499569,1124847,61313,15745
3203666,2649815,61467,4110
2969953,2283231,61485,7109
2476256,137295,62273,19450
3772897,3115023,62405,53697
2705320,572367,62412,45901
3219073,2617800,62484,20447
6105808,5956095,62847,29296
3516929,2932008,63626,37157
3037073,268056,63980,57899
2830319,390383,64176,48756
2790624,1579823,64389,27836
33642736,33636239,64957,45412
3159121,214415,65255,60487
18113704,18094943,65534,7517
6847160,6583119,65939,64040
3185225,2375414,65946,645
2819265,1502272,66031,9296
3020128,1974911,66181,28510
7373937,7215871,66319,49267
2770201,625294,67197,28116
4167657,3685831,67529,35119
2780617,521446,67797,21906
2912801,622624,68046,41731
49067161,49064135,68347,13535
2809285,31859,68617,7435
6010769,5759808,69076,42667
3903673,3052390,69396,52941
3463665,1175512,69853,63364
6992512,6690911,69958,65501
4998321,4626640,70015,36662
3555525,2663107,70049,37529
4392057,3850807,70085,43235
4052698,3394951,70236,41955
3242906,157319,70392,55587
3136211,1828979,70518,4314
2937825,100112,70566,27341
4129991,3570119,70668,5616
3342649,41447,70801,59125
3200801,1732479,70969,38623
6134817,5848991,71117,47781
4508305,3457352,71147,70484
8196936,8022319,71291,54188
3264672,1751071,71411,43006
3005361,629824,71506,29441
8527589,8402467,71903,20265
4568330,4093319,71910,11073
3230560,208239,71954,51255
10033489,9934872,72010,40167
3332145,834992,72141,55268
3674786,2601239,72447,45996
3267053,1925261,72570,3006
10405200,10317247,72674,25643
6656008,6411471,73101,40780
3315253,1874595,73619,26271
14118280,14041839,73653,63280
3778536,1479535,73847,67670
3277082,1752743,73890,3591
9537727,9426703,73920,17346
14018834,13966967,74025,25752
3170161,1096129,74334,10296
5877277,5522651,74911,41911
3161409,428863,74927,3889
3249181,1236925,75450,7302
14381677,14311883,75455,57169
9986757,9873811,75557,30113
8745338,8542055,75624,59883
3459101,455405,76326,52080
4153105,3328152,76789,2124
3288609,125248,77063,23324
6263057,5733816,77218,68183
14412965,14355379,77235,20009
4879533,4223915,77597,46221
6803121,6513640,77900,36013
3357697,36303,78067,29055
10367136,10248079,78403,20084
60475765,60469427,78431,75031
4186040,516559,78480,77069
10751144,10636927,78725,29682
3398405,762339,78835,20597
9855489,9694168,79259,51026
8557937,8318128,79293,58480
21023065,20982214,79620,61029
7060330,6777127,79776,20373
3563729,1603104,80005,20300
16347407,16277423,80370,61326
4197865,2478694,80595,63786
3568469,219173,80856,40494
6513017,5760878,80985,80538
3977345,2625184,81375,31444
4826258,3435191,81465,72636
4964864,4034239,81520,59535
80000904,79998463,82178,33509
3584133,326531,82331,15675
4451458096,4451458095,82512,60155
3860488,681791,82805,56518
4424577,3308848,82811,42830
6283909,5828963,82943,40753
4244899,2810227,83286,49860
18544017,18487208,83307,56600
6706673,6316120,83952,11549
6952993,6467456,84227,62530
9874274,9697127,84240,27027
5722041,5031335,84825,53533
5692125,4474619,84995,80811
10409105,10212264,85397,55660
4938785,4064152,85452,11257
9339381,8932019,85519,83463
6814217,6380246,85728,40431
48214720,48206927,85856,7981
3820241,559504,86087,28458
3975992,1812591,86839,13418
6834557,6393307,87045,26845
55051057,55043713,87294,54300
7261937,6871312,87325,24900
3937642,1414951,87351,4662
7132733,6639451,87363,58795
7471657,6917833,87822,71790
8381609,8084798,87984,25743
8910077,8643533,88044,35070
7666393,7285801,89040,31422
21652393,21607191,89245,9159
11096449,10919112,89605,3006
6034705,5222912,89611,59828
10911233,10714095,89617,46427
5265074,4221767,89634,49815
7173213,6721115,89739,28171
4838841,3424279,89929,52751
13128945,12991432,90022,46543
67604909,67600107,90041,18095
4916985,1029287,90053,84927
4909661,3198509,90126,66576
23700368,23660415,90544,6241
92206241,92201439,90713,86023
4518041,2885239,90843,17957
4104904,668703,91081,14964
4711109,2361763,92241,66017
6641752,5488863,92355,86066
5764601,4902734,92646,14361
5144720,3944527,92991,12022
5560633,4579175,93337,12307
8121504,7639903,93401,60788
5331424,3712607,93479,70000
6613896,5716079,93498,71497
4328337,295376,93538,46089
4278009,1076183,93603,23059
4774241,1709944,93933,71386
5024433,3604256,94017,37070
5286085,4096357,94266,9342
9817197,9531371,94269,33677
7726025,7242327,94343,38011
6055761,4050880,94375,93454
241053202,241052743,94443,25980
4319635,324499,94740,8124
4469456,1992159,94777,28792
8648056,7931999,94912,90329
9648145,9332744,95465,38398
38768592,38749471,95576,40649
9965600,9668767,96237,15226
4761817,2351446,96474,53751
17400768,17241551,96578,86625
4993093,976851,96605,77703
8228385,7286632,96964,95111
5236912,3791903,96980,28343
9583633,9240896,97193,36950
5177833,2158990,97521,78672
13157777,12978648,97877,5300
5238657,1011488,97944,84385
8246585,7743062,98127,44346
6031745,5012872,98202,26309
5685529,4456407,98265,37817
57557080,57539039,98480,96071
6541504,5660879,99295,33790
8136473,7610270,99468,8589
8861341,7990091,100015,96205
4669105,912392,100208,21011
6358264,5385263,100216,7813
7482561,6824440,100271,11260
28412517,28369091,100567,40617
6737625,5737799,100745,61107
4788753,328240,101158,47447
17766825,17546999,101665,99693
6177912,3146783,101773,99330
4818792,1408303,101900,33659
5367049,2058118,102024,78273
4935865,319702,102066,58479
6611617,5315648,102365,73394
5622841,3279239,102547,75169
33954985,33916407,102599,68853
6831504,5897983,102742,38629
8917465,7979782,102912,97083
5784696,3143999,103956,82223
7059829,5449333,104172,92208
14123152,13919951,104522,26593
8349341,7175899,104569,98193
6702143,5512415,104598,61002
8876225,8316792,104629,45346
4942826,759095,104724,14625
5577849,3730807,104935,24521
11987729,11696993,105102,23448
7585409,6774288,105406,38213
13137704,12891663,105487,33146
89618497,89612696,105679,62272
5757345,2427464,106275,83654
6032761,1678199,106417,96463
8395077,7721891,107029,7347
7559552,6694351,107187,7508
26856473,26793590,107334,41703
8664520,7677327,107601,89414
5848209,3615128,107758,65079
5215069,1212157,108786,1950
6594314,2760503,108837,105822
5227873,20280,108888,38953
5209033,845351,108905,16337
5359361,151359,108931,60197
15600977,15221256,109223,106418
5996921,1584014,109332,91077
6615505,5263727,109483,9733
11099176,10695375,109520,3507
5309376,1759295,109585,10068
6335753,3647390,110244,87303
265914961,265914264,110247,18854
25296849,25219423,110329,11557
9891131,9355019,110478,8268
5317085,703227,110501,30611
5406177,1930136,110818,4851
6721033,5344006,110850,2331
6369032,1422751,111341,100446
8593637,7110581,111528,104754
7227305,5596262,111972,81927
12602066,12206759,112266,69729
13066970,12747479,112413,4950
5668778,2697671,112911,2250
46506552,46480927,113420,28855
17650865,17359824,113476,100435
5541127,1587031,113526,13536
18729689,18541958,113838,72519
5586861,1483579,114373,2801
6028017,3336191,114429,56863
5645089,2017272,114450,17981
6614465,3308424,114485,94982
19013136,18852095,114715,4122
17084249,16744183,114761,104319
413035397,413035011,115039,68807
5620831,1030831,115170,27240
6249797,3775891,115207,61299
10898165,10237027,115297,81837
78812984,78802927,115369,56550
19082449,18915288,115399,43782
29898881,29832159,115519,26023
6996273,4768760,115716,86003
39526433,39485760,115876,56441
7170113,5725776,115960,17231
11287378,10622071,116115,87198
18665801,18312425,116274,115770
276565293,276563755,116317,114163
14099173,13684611,117063,85015
91947488,91937311,118014,89485
6087816,2748079,118247,55318
7030709,3027797,118290,105522
5847271,904759,118374,41028
6475344,4181903,118531,31512
10218281,9533750,118548,41175
9144613,7510755,118583,109407
7442965,5051139,118635,96121
5873057,1221281,118692,38904
6128864,3151023,118757,13276
7059599,5047343,118758,70242
6085937,615312,119155,69700
5918592,398543,119330,46047
56452385,56431152,119353,3884
24250305,24074312,119988,100241
6334509,1063259,120095,81885
8921045,7667187,120137,84487
7876401,6509440,120532,36365
6470896,3790175,120665,46084
6238737,2938976,121431,9478
6636989,3676363,121471,70677
73014416,72993055,121869,104870
6373864,3306047,122000,33617
15657049,15329998,122046,60801
12568633,12033255,122399,65691
7429825,5689512,122577,21572
7039805,2158827,122801,102739
6459089,3416208,122951,32246
6166117,1582851,123213,1243
6400992,2955871,123542,43229
34532209,34466607,123713,3825
11756024,11155743,123827,33682
14274589,13620973,124344,109254
6277825,1657904,124363,43730
12464888,11928895,124369,1524
12699677,12157051,124747,55251
16184425,15833447,124763,72461
9584496,7796495,124815,113138
104551201,104541144,125058,96067
7181424,5008703,125073,5896
14515497,14085271,125089,66133
12146801,11529744,126812,30653
6385520,954799,126875,24768
6566809,1025302,127608,64155
6445905,846032,127707,33328
8419562,6802343,127785,62706
6472957,1256651,127841,38171
10024977,8073176,127959,120842
12661041,12016360,128092,70925
10429762064,10429762063,128328,86173
6688859,2959403,128514,27516
7949881,6023134,128826,53991
8004273,4926040,129217,103442
7687313,1942296,129260,113813
10351832,9381151,129549,37802
8620115,5425907,129894,118338
13544941,13004941,129990,3810
11871917,10924651,130039,95583
7898141,5896891,130205,21675
59164304,59131503,130288,86549
9183193,7848745,130596,14118
8895457,6962696,130654,93043
9335193,7443943,131005,101585
8086729,5916118,131118,71547
7072624,3807407,131450,12697
27930120,27732239,131570,112497
12748360,11471327,131971,126862
9276904,7414143,132078,96443
29977185,29863072,132311,1412
19447841,19168344,132356,48889
56639473,56577800,132448,129949
8217701,2313619,132527,123693
10085497,8937673,132600,40746
7269845,4038099,132895,50407
41382209,41294592,133030,107989
7582031,4913999,133068,43764
14678841,14119159,133147,76291
50778314,50737463,133194,31707
13242632,12138831,133357,121424
7196421,957715,133841,84475
110589329,110578368,133909,94744
50138872,50095583,134009,43820
9669905,8324527,134053,45813
15892585,15448894,134373,30570
38861648,38750431,134400,115207
9020193,5269568,134595,126910
8523041,4927464,134692,114247
16605993,16113911,134693,90135
16186856,15741679,135502,42537
8138257,5829096,135586,41577
8550176,4869775,135650,114351
10520769,9349768,135733,52754
9377665,6256992,136287,123776
8522665,6490942,136341,12726
15725921,15240384,136682,21229
54214792,54174623,136919,39740
20203905,19903327,136969,57167
8367779,3833507,137256,114960
14143456,13318095,137485,102336
8229301,5228051,138145,84175
7747240,3492287,138796,84623
9038417,2098576,139227,137108
9775826,5876135,139482,137055
13189937,12408881,139584,45732
8940557,5356253,139620,115986
8368877,5363451,140267,81791
8956441,4636441,140400,123180
13474200,12486047,140572,102231
60348432,60298831,141098,109759
7918368,4483535,141279,53126
15637025,15036312,141373,70346
29030337,28829456,141813,99982
60002736,59945215,142145,120728
54537649,54481848,142271,96774
7843093,190645,142734,90606
8084321,4805599,142929,14929
7563898,2226295,143301,12186
9878337,7632616,143311,99364
10690631,8312039,143334,122538
2896654049,2896654032,143603,40390
7664096,2011279,144376,52419
110410237,110389803,144395,132951
8585161,5021134,144486,91587
8186137,4701191,145159,28733
7922417,3593256,145699,21592
17302192,16636431,146568,103267
10257689,8245433,146586,86898
8631721,4598110,146955,94434
12660465,11597224,147074,35825
9406573,5254011,147185,121509
10207813,7093525,147186,124128
8093720,1135807,147314,87189
45866705,45771912,147356,105851
10467969,8688872,147615,63512
19048673,18284640,147812,133897
115360776,115345295,147907,108660
27701553,27490736,148130,20319
13155994,11879623,148179,104316
7996521,2882375,148337,42345
44091293,43998955,148453,84801
9806145,7690832,148634,981
11510280,9351679,148700,121537
16904328,16307135,148821,43442
8280929,404968,149244,92009
26797728,26564831,149338,12285
11484889,9233639,150125,121745
8435905,4516512,150128,21777
188440601,188435799,150353,26719
10189265,5755512,150626,137017
8521473,4646816,150894,12635
8548121,3869534,151137,81858
8440441,2821174,151149,86856
10126465,7671344,151355,88798
