# X^3 - Y^3 = A^4 + B^4
# primitive nontrivial, X>Y>0, A>=B>0, gcd=1
# diff branch, A,B <= 10^6
# n=3207
X,Y,A,B
46503079,46316023,185382,72492
12112177,8204591,185707,77059
11715425,4172664,185740,136297
13310592,10488191,186256,32031
18553784,17247663,186277,84964
10885680,2429839,187490,79471
14016408,7827055,188087,178826
11049405,4537147,188167,37471
11663093,6764035,188197,68943
16887152,15223311,188239,75362
34463568,33862735,188287,170594
22255687,20457703,188382,186210
43221864,42866239,188555,163390
11751201,493424,188739,137134
18765169,17431752,189640,64707
16707565,12774637,189984,189012
13771601,10933000,190050,26201
13973192,5779711,190401,186928
11223104,4476367,190568,47475
11883096,6873919,191752,33391
11545377,3234808,191890,110531
26508457,25125431,193481,192203
108341665,108271664,193960,179929
11243265,872719,194111,30755
12925965,3012907,194561,162623
33867464,33373903,194573,124524
11443144,3276863,195217,57452
15496760,13039999,195374,82875
11470609,3525768,195562,40809
21707336,20601775,195950,56679
13449064,3704783,197197,171724
14140933,5754515,197309,183001
144102872,144074463,198205,122626
222169064,222156687,198575,129098
17738433,15891391,198989,24955
28096656,27369439,199171,101086
11855829,3512083,200099,66851
53244165,53053187,200573,4179
25622465,24743712,200623,84928
36726801,36287864,200862,106217
18265361,16429504,200918,73623
13423873,2778961,201138,166080
15779953,12890936,201155,110644
13473581,6402331,201405,152305
36253169,35830008,201446,38927
13930945,6596712,201474,166517
18613329,16816463,201583,80433
12867337,7629526,202641,18252
15696845,12960459,202765,21533
12153241,3754729,202818,84096
12899729,7417608,202868,81749
13338373,4267395,202881,156583
45899051,45615659,203028,94848
13967273,2437671,203497,177625
17673057,15569416,203689,70328
48786464,48537567,203720,82247
46289448,46005055,203902,96949
12048808,1844031,204292,32175
27915761,26949304,204306,144817
12212704,800207,204467,92500
12140097,2767456,204779,55574
36946645,36227379,204855,183241
12844403,6919955,205566,37602
13197529,7606263,205587,92179
15973152,10347583,206219,184510
12771770,5544167,206283,100536
17136497,13492776,207064,164797
228018527,228004703,207228,132900
12293914,926023,207519,40878
48438048,47952511,207584,197665
13925453,9394205,207906,41472
17211649,14725688,208933,8222
13882867,9065203,209388,54000
26647511,25610279,209412,119154
124837240,124793327,209611,105076
14056721,9285984,210494,60713
71854337,71725216,210917,64566
13505237,7757251,211107,56657
20558705,17916112,211284,175363
14690293,8854851,211485,147671
66651073,66476816,211531,133130
19709568,17779775,211582,75147
19210737,17161856,212381,27552
15261617,11483776,212479,37422
12698285,1226107,212589,42311
25446136,24344159,212764,9191
14594833,90656,213067,179920
12749501,2240619,213073,10099
17305777,14408991,213137,106299
13317157,6494451,213301,64977
13340193,1000640,213578,130749
63428432,63192591,213902,165071
56919361,56515224,214101,205946
16428961,7438064,214696,208729
17569329,12991663,214781,182219
18746216,16453375,214785,48292
15536417,10070256,214841,156412
176393593,176370551,215329,28865
13889405,8089419,215335,12211
44776056,44412559,215534,57007
23273920,21836447,215789,71638
20374981,18362725,215886,98610
19015073,16688040,216349,77986
117262296,117167599,216617,203098
13779840,7199327,216804,76391
320173097,320165703,217265,82183
14583480,7529087,217477,144654
13119405,2366347,217669,5053
17037093,10488851,217675,198297
13803697,7050241,217818,73224
20025096,16838095,218060,177613
369530641,369520424,218186,209303
16325179,4208443,218448,211452
49001713,48672776,218470,93233
13734768,711935,218971,130674
13339315,4131667,219066,1326
348876002,348866471,219759,184062
13435637,2747203,219885,90457
13277928,1403711,219894,18955
13604381,1525229,220014,114384
34044001,33325544,220141,99278
16703617,1698936,220411,218886
17260535,13956167,220434,89076
167171504,167142943,220727,67236
16247077,11447811,220743,142649
14428609,5255953,221592,145446
17869831,14876935,221652,15600
14279497,7678583,222013,73655
45814153,45404231,222905,97241
31421287,30342151,223266,156702
17310554,8016263,223314,216207
121498152,121406191,224041,198418
15261281,9778344,224108,99241
20457133,15338365,224286,221844
13631081,571399,224307,32339
15894977,11358856,224529,54484
61032173,60771531,226043,130435
22345281,20425784,226574,2859
14525592,1240063,226886,142555
55967617,55489616,227077,205826
17785841,10224744,227087,208726
17520465,5491984,227206,224665
14971049,8817182,227253,41370
15690533,1872675,227369,185489
14044408,2810511,227645,88896
16703512,12542591,227681,1484
14978413,8320491,228095,93849
14215889,4645503,228641,79429
17682416,14040639,228908,62353
32995733,32091475,229053,104803
22706344,20498783,229657,132856
14084225,1100832,229829,39326
39829993,39205415,230081,105487
22072274,19079783,230289,177606
15693457,6957696,230808,162091
21841632,19352543,230910,134659
14303505,3543647,231531,53497
93274609,93130728,231567,171946
15036656,3955359,231626,146413
134515857,134461823,232695,17101
14330498,625271,232896,28665
14364837,2712883,232927,27755
31021089,29854328,233209,129972
15435537,8774648,233559,71630
15778217,4979911,234097,168249
24560765,22771387,234191,10713
123884824,123799503,234593,173058
16255537,10740176,234976,53107
15003905,1862344,235035,133702
17634941,3777819,235037,220843
15210281,1356439,235473,144997
17142765,9387659,235833,182825
16069585,8977919,236027,134015
39239633,38413936,236153,158070
15821328,3170575,236246,168881
80482509,80283643,236587,163913
21217649,17939208,236911,158342
15724432,1919871,237196,163551
16829759,5037023,237942,194586
58768873,58270295,238219,208831
22682224,18027423,238573,225186
126006593,125933935,238683,120863
61423473,61100575,239021,138841
14951506,4152775,239145,12102
18065169,13048463,239187,141499
16538977,9007631,239561,149507
142643233,142550576,240760,218809
17690074,12944743,240882,8361
131650384,131571887,241318,161945
19128185,15118334,242244,99915
45807813,45168931,242305,150929
206890465,206858607,242551,158379
38273073,37271360,242721,169066
32530225,31371824,243070,87007
15534925,1601259,243105,126017
77479253,77284515,243199,13093
27107752,24390591,243498,208619
24971928,21135791,244200,225253
19760232,15978991,244276,93131
15479437,5021581,244488,55476
31049928,28471855,245132,238651
16891077,9249827,245535,140815
16470504,9246223,245711,75554
20661809,15780472,245747,187800
39425056,38608895,246785,65464
18049475,12930707,246792,54138
16317048,8527391,246806,61005
17793185,222449,246882,209280
15844577,1998736,246989,125538
45383755,44768587,247452,25872
24622441,22310566,248115,75570
20039257,15846238,248145,128958
22264008,18738383,248410,159585
48727729,48127448,248578,141889
16852001,5934840,248825,165124
16018921,1606969,248898,128016
18804936,6050639,248979,225496
15776125,2696379,249445,77013
19079656,14256879,249931,109896
27255569,24524944,250040,199605
23928025,21368087,250097,74689
96143136,96001439,250118,56109
15843233,1078920,251101,8138
30791959,29153383,251142,144756
56373841,55919424,251943,128006
19285381,14278019,251947,123499
24544349,22010523,252253,92707
73016471,72746471,253950,109440
16819313,8223688,254595,25000
16293144,3645967,254705,90842
16291688,4265055,255271,23152
16224307,2461651,255414,5418
21003665,17097232,255598,10761
40003221,39054659,256139,109239
20073521,4753960,256500,245837
25259057,22756351,256539,18551
20063297,15163231,256719,125287
19666168,3895535,257803,236524
101006137,100860553,257880,72018
17261441,4532575,257985,157817
22120625,12739464,258404,256045
36676536,35291599,258509,173908
17653969,8493728,258526,143353
21628345,17714807,258551,97271
27151161,22292119,258691,258413
16993651,7160899,259074,77076
18378361,11435014,259092,119811
16773552,4711471,259207,100106
18653218,1190455,260151,209004
20267728,10162415,260329,227594
20671489,12781008,260389,215286
30657393,28772056,260477,140740
16993019,6628043,260652,7266
430864067,430850243,260700,235572
34679600,33329887,261592,9849
19507561,3522359,261883,227447
18337681,10616664,263332,112683
23997712,20578911,263719,127968
17658072,8584543,263911,68720
21101857,10464456,264484,240711
17828337,1812712,264650,165775
46967993,46020185,264978,186774
21211600,9268287,264988,248559
46250273,45468280,265021,29634
181205040,181143007,265223,184564
886676753,886674640,265239,76538
49171273,48142870,265509,219822
19633241,13276334,265614,125793
17647057,7963256,265787,22348
18929600,6855679,266070,195109
20053528,14378511,266865,66806
24308233,20676166,267060,144639
20434666,14116855,267375,157092
19454913,9290840,267729,194248
17781760,1347647,268018,146443
17676833,3457360,268743,127712
28082065,22713992,270014,267383
18579697,10288511,270131,5681
21896069,1343923,270693,267577
20516377,14564686,270876,112899
79463665,79032632,270896,228701
19373347,3163843,271086,207090
37005280,35605727,271186,106051
29069841,26590424,271191,137366
17958857,4994743,271215,126587
19901685,13461347,271461,59959
19023432,10570991,272062,122409
17646737,466368,272156,54805
25073441,17125344,272326,269059
283420176,283379359,272489,256396
25548560,21535087,272702,184503
17709297,2073496,272882,17137
20859045,15161107,272977,78589
406613760,406599007,272999,204904
19543298,11987591,273240,113781
499187649,499179343,273251,158689
18456712,2508543,273819,159670
41887376,40467519,274159,199172
115295081,115086615,274277,226655
18486557,7513051,274291,123597
262490889,262461943,274357,133409
17905561,3576999,274701,27953
17913201,1952024,274728,81469
23665784,19467903,274939,112834
25616897,22295328,275044,47425
184358809,184301758,275103,96762
18627233,8991905,275172,40404
62939309,62420683,275303,138537
160204121,160128494,275469,88728
18252241,6391439,276199,1049
23848048,16600191,276294,237115
24770065,20663112,276384,152459
18444953,5394665,276564,127938
18237521,4221999,278203,24997
39375313,37737120,278457,189694
212493525,212422147,278861,245263
37202717,35190461,279006,207438
30764465,28313064,279572,132845
21727609,15999478,280173,5712
28730125,24650267,280687,224251
20739899,12666683,280704,161496
25680253,21920125,282024,93624
26690377,23090423,282673,133525
23194000,18216239,283204,2555
19905665,10244152,283461,137374
27337728,24061535,283933,31854
129213793,129082296,284631,63640
24157153,19467176,285076,103625
1035221689,1035219502,285291,142020
39982005,37969219,285455,224389
19219792,7069167,286590,27415
23930073,18801575,287983,115683
135692561,135443664,288233,287386
24522445,14064589,288972,265800
440163069,440147387,289097,214815
55952561,55194264,289276,69587
242977237,242936451,289593,117307
35041629,32970379,290995,64655
22361849,15499527,291355,126073
19389472,3668847,291700,1515
59425649,58712448,291946,119057
19418792,2890431,292286,2197
152834689,152720528,292372,161887
30555697,27515448,292670,137697
26700672,21862831,292898,187111
19615501,5307659,293239,44047
108393333,108135715,293483,201239
31535489,28812928,293672,43809
188412001,188297360,294140,262057
23517528,17644655,294416,789
19779065,705847,295193,109593
42566801,40883640,295240,185899
26566288,21940335,295318,155319
50179301,49124789,295554,114024
42683112,40169551,295597,269944
23225197,16849691,296449,67549
20271361,7933009,296712,94614
25609649,20478888,296723,146116
197621296,197539535,296845,206284
32825072,29282943,297211,222610
1059257600,1059255199,298368,111895
21660242,1381271,298389,217362
148627560,148507519,298570,38011
115163225,114922142,298698,200367
22568401,10343624,298732,221893
47584601,46202390,299340,181707
21292161,1025615,299395,200529
24446529,6170008,299572,281969
20189505,2480224,299680,110449
36734241,33456104,299971,251874
33008688,27759071,300070,283587
36731808,34595935,300182,75613
51344977,49681416,301094,259239
23113545,15986567,301107,80587
99029889,98674264,301435,215810
20469155,6810179,301470,26838
20789453,4694635,301601,156993
216485008,216412911,301771,207120
21844112,2152623,301991,213970
30596713,26984950,302169,160068
24517181,14684429,302688,237402
20391361,1644144,303407,20208
21313169,9274512,303829,137960
22820000,14880399,304418,30545
21806464,10239647,304535,162356
21987713,11855016,305060,131999
20887754,5016263,305112,133821
27096857,21725801,305454,174888
61331592,60415231,305471,196136
340276385,340251072,306208,27929
361908789,361885747,306305,125831
42750001,40945944,306414,160543
31454903,26097671,306552,259230
119104737,118896208,306739,50110
27116218,22252951,307305,26772
21731969,9463168,308292,139871
127790273,127470600,309323,283582
54614497,52507296,309894,307277
274782608,274733935,309966,205751
37101553,33425928,310365,258220
83585837,83139581,310572,11454
24985880,15077647,310628,231267
21372016,7104159,311401,18348
21438872,7515231,311587,43606
26153801,20264345,312726,44640
21502089,7204583,312749,19203
33553648,30282591,312794,144285
54254429,53140733,313074,72174
42084497,39731376,313918,214217
28380688,23545791,314475,71126
64448765,63653947,314493,20099
38518608,33694111,314579,308890
25598529,394192,315307,288110
26784509,8290443,316081,305093
21551768,2182095,316226,20321
771407351,771400439,317088,217308
26660953,13793806,317388,280365
29947717,21874501,317736,280608
22131016,8025759,317907,102014
257785101,257733851,317915,9375
28556129,19256152,318121,277200
23927304,15063503,318259,67932
33939409,30629328,318966,53639
73371752,72158751,319049,307204
31420465,26586144,319245,207136
29768753,24967711,319785,137581
25179184,15655503,320193,200474
3964777424,3964777167,320225,200138
48218400,46346687,320592,211249
24178376,13778815,321185,172068
44362747,40633291,321438,312564
129779401,129439335,321765,283051
27793637,7102387,322545,318485
49911761,48228400,323120,188421
33282368,25755711,323125,306982
37923208,34492415,323237,225526
46066697,44236263,323299,128365
22315495,3362359,323706,98640
35827787,32001563,324030,216396
25981904,16621983,324691,206902
23360309,9954053,325776,149382
56057728,54426495,326367,244772
117883961,117540710,327297,229890
33417777,26117728,327796,298675
22802905,1527337,328368,122742
31517949,26153627,328425,205561
145239621,144941555,328491,291095
27546400,20023919,328940,184789
132873745,132617569,329214,205860
44907808,42871055,329393,2038
44794145,42733864,329628,76615
26679696,9497519,329644,282021
34332584,30493807,329650,132087
23368817,9519616,329794,91281
25227144,14456383,330257,183644
28404679,22183447,330360,97398
88615811,88075811,331170,157530
57860641,56020784,332158,275069
78189205,77471907,332343,170029
43447984,40953983,332372,183137
24251405,5135837,333492,204774
30188985,20470807,333901,283997
24364039,7498327,334290,198516
23325393,5009800,334804,5243
77228185,76303479,335087,247305
192493256,192378655,335415,92936
156583553,156403455,335843,150293
40081816,36765455,336035,210056
26704978,16287271,336102,210495
23482389,4724963,336633,34451
104334592,103924863,337452,137825
420527472,420491263,337765,280526
26420117,17461301,338034,88374
27932125,17948427,338111,232893
976523048,976518415,339282,42127
26697224,16191343,339563,196428
26086705,12489937,339858,222774
49361441,47404480,339942,140605
32347027,25634611,340014,245538
24844745,12358839,340495,50779
42466393,39612790,340599,176322
35833016,31874559,340612,113471
23844561,1721864,341191,25782
43223889,40506808,341812,159131
433147144,433122783,341916,81287
25620753,2684000,342069,236096
24798059,9390347,342546,159870
60672177,59046248,342675,246464
32724136,27697599,342712,4017
71214953,70288215,343447,44083
25938685,6903037,343692,237276
32386129,26896352,343835,152072
24092897,1833496,343838,37299
24959713,10403736,344148,141065
30010689,23456552,344700,47537
30099833,16069735,344937,307699
26894648,3782415,345059,268828
530940289,530922368,345083,176686
24991677,5786011,345467,185021
29423144,20706847,345737,219120
26282480,14847039,345775,155696
24662392,8852271,345834,39239
59395776,57897599,345988,183327
24326049,387808,346048,86183
41804042,38648471,346062,177123
105702848,105153391,346133,250980
25146041,11323094,346668,48963
28827568,17187215,346868,257597
99046968,98542895,347004,127099
47171424,43334447,347399,308190
124142208,123826111,347471,4480
38858050,35308279,347865,59184
24656155,974779,348450,125238
30600321,24033304,348613,38062
101569517,100985371,349207,236043
46420745,43980809,349692,48000
30636409,16079543,349931,313043
27028497,16511168,350155,120564
536050344,536032607,350173,126210
24919984,6603183,350553,96362
24967375,3512527,350664,141432
28887653,4736261,350694,306930
85644673,84941720,351926,40123
60973560,59536847,352884,109261
34754920,29755967,353158,94261
59779793,58279168,353220,104965
40370481,36504160,353377,198650
240461897,240359486,353481,215208
25386176,4655551,353730,156715
1297929848,1297926415,354147,200612
49036736,46735119,354518,79567
26484261,4799459,354867,225971
25246696,5015999,355408,56911
244507210,244388167,355953,269646
40576209,36167888,356496,240443
38013281,29545649,356808,337206
40005952,36017663,356965,180734
41893704,37816303,357131,237464
52046001,49834360,357485,172624
398866009,398822183,357893,259127
84640618,83502055,358011,296364
117355873,116954545,358476,58314
39875233,35950320,358503,143272
26697245,3901469,358548,222300
97574189,96852939,359465,247495
28671856,16905119,359593,211972
115811345,115383967,359611,142233
52236009,48398983,359747,333763
59534266,57913159,359826,53823
226397737,226288391,359921,70249
26454973,11634781,360450,87882
27790929,736768,360667,259612
26876009,12249542,361005,155886
126521248,126166415,361036,37693
30311573,15724291,361465,288117
30090808,5656175,361526,316087
515928829,515907323,361567,95257
196209362,196057703,362001,134730
94197624,93399503,362242,249057
33426349,27165723,362267,93687
25902761,4777159,362513,25689
51276161,48934159,363233,123747
27043403,10979051,363930,173826
89395705,88657174,364026,13695
70550377,69349383,364317,60445
1302712271,1302705359,364464,363948
43979281,40589039,364601,151231
28033793,3516280,364678,256101
205418313,205274791,364693,146965
36185288,26082015,364867,330382
28068979,16186387,364962,107250
38661409,34095608,365464,132857
36589093,31462115,365471,19657
43530256,40111439,365578,96511
28880213,9485491,365655,270551
75933989,74452963,366041,290991
45286349,39674923,366423,333673
33507217,26753761,366444,144738
27882897,4989976,366562,243209
31484008,22932351,366687,180820
30146640,21008239,366910,40247
30544752,21646591,367574,99941
32886657,8850016,367852,358753
68967089,66676272,369005,338144
56362109,54322507,370005,241
27629441,3907025,370350,217056
31752705,14580272,370367,317004
339557264,339480303,370391,297122
64238757,61829171,370791,314819
101336186,100684919,371454,173061
27563905,11242272,371553,146692
27183248,10091535,371554,23759
279647218,279565111,372099,96510
1867599137,1867597216,372679,168732
185135493,184939475,372837,168767
27361848,245455,373343,180302
34264225,27441519,373989,55
27305573,5352835,374123,157443
29540797,18187451,374767,77801
31405489,5993808,375306,323263
38819909,29129203,375451,343449
5449286993,5449286640,375527,327898
28800653,14365035,375599,178849
28787016,15779519,375714,19819
303206969,303133447,375795,134687
296023937,295940416,376261,208998
34994925,14747387,376413,374041
90877817,89335118,376455,363678
29235191,16896839,376818,34632
29627465,18012247,376821,24617
32028813,21966155,376867,213699
61096117,57744771,377151,351557
39555705,34658807,377211,58573
28852688,15234751,377244,123185
30693697,2208056,377329,304832
53599297,51131928,377450,45333
35197173,28359571,377755,144179
32497473,23889880,377807,132836
119110241,118587904,378003,203582
28638592,8588271,379092,216629
625575857,625554256,379764,259859
37703160,31876447,380131,134378
40890121,36205054,380253,43614
32090712,15199423,381340,302641
29684560,15982527,381483,173006
197254696,196989999,381682,313287
32510273,19297000,382129,276588
30588657,3045871,382333,291541
31841921,21334120,382620,183841
788650624,788639103,382881,49276
36448616,29176815,382892,213835
43718053,34876371,383039,374205
33482320,23188319,383075,243802
3537382208,3537381583,383155,209040
33940993,25345368,383525,185430
34340509,17868267,383723,338385
32255581,6667275,384355,327039
95302399,94472527,384420,154998
160502977,160110591,384693,302291
31606472,2236303,384756,313405
45173704,37212623,384863,369862
57919969,54453167,385205,322567
80523053,79356955,385639,124341
82469821,81139979,385933,259207
49504416,46131295,386494,169955
76591653,74759155,386651,309151
31903241,21563294,386796,88647
125102833,124475400,387377,287094
178049576,177592815,387724,379445
46968712,43255391,388061,49402
49932545,45726927,388349,279889
270497834,270390887,388440,162651
29747477,9694901,388698,225498
33739349,24108243,389173,195349
37283501,30284669,390114,172668
29869016,14879359,390796,73887
199531928,199273135,390846,294617
21516523296,21516523279,390991,124538
33688897,2340896,391622,348203
31278273,2500520,392148,288593
32415096,12523439,392248,302949
57141792,54263551,392476,235391
473293753,473236270,392811,348888
30122913,14590040,392867,141882
32811653,14770995,392969,301429
205806809,205519934,393135,334470
43298801,38278080,393410,183601
33519456,23894399,393614,61893
78189489,75590287,394261,384875
32044049,20591088,394264,56459
33976481,22152544,394342,254109
40982040,28061887,394358,387499
68459624,66464767,394625,233784
410621856,410564959,394678,259171
31819237,11408101,394848,283116
28994545,2158712,394982,71281
103493424,102729503,395056,53943
37946008,19438895,395948,388219
254794904,254666143,396448,137961
30550081,15154320,397461,93430
129432257,128467416,397534,390091
51631368,48258415,398254,98743
6642360833,6642360640,398657,130284
29412993,2631800,398798,107589
30350072,12941103,399365,136892
1261595065,1261589079,399563,235845
35489933,21278091,400385,311111
37346489,24173223,400919,331853
2109802657,2109800568,400995,212534
34362257,22474096,401024,240747
30009247,10323871,401256,35448
74669592,73080143,401646,22465
295867048,295767615,401739,86282
38268824,29844703,401859,241166
29806357,3222771,402101,132147
170711697,170341072,402185,280250
30562283,13209275,402258,87648
38441648,29739775,402588,255103
36285353,15404390,402627,365466
79291496,77856399,403453,96172
104640667,103768891,403458,208842
61807689,59328103,403679,164809
94574504,93553807,404433,135790
30423280,9534959,404680,147467
31517305,15902967,405741,116443
57704225,53577329,406062,325020
167532673,167104040,406277,305882
95438353,93758600,406441,365302
34887121,13159200,406560,336763
34465355,23847659,406770,3894
65049173,62137923,406915,298225
52546296,48983519,407424,36793
71370989,69379323,407693,210601
48034553,41851526,407793,315210
32960425,13326214,407847,275640
43709530,32453959,408435,382908
34554673,23673080,408748,94093
37161112,11262191,408821,384932
35184043,9871435,409722,346482
78120597,76542563,410095,72693
90473353,89283625,410166,151686
66530529,64315072,410248,105545
31532577,6653791,410281,228439
31487152,3431183,410333,230600
45181521,35131784,410356,378459
36107509,2468403,410361,369809
53092000,49500207,410388,9019
66439557,63294131,410527,326109
35277025,24892184,410569,88960
35791512,20955263,410847,300520
33026712,11532991,411088,277519
36276400,22259567,411221,300128
32227706,16640039,411456,119493
67938847,65498911,412692,244608
32544225,14852752,412937,214472
31683728,13833103,412945,94770
30971705,5733607,412959,144731
50199681,44867344,413072,289951
42225616,35818239,413808,60479
64974385,61062192,413856,362611
30966506,1281815,414120,129561
53049885,49235947,414193,150251
31897370,14155319,414714,78315
40160617,29923081,414858,302382
33956869,19824853,415938,194544
33498137,10189766,415938,285033
31177778,6637991,416220,38547
32534345,3809239,416595,255503
57379553,51256080,416792,393929
79834257,78206816,416844,131093
38541329,9784207,417467,401325
48639833,43287111,417505,244597
31487944,8910687,417945,16696
35634689,23107968,418034,220699
46882505,40994839,418435,243153
65211713,62114616,418450,289301
47151049,41799838,418551,182268
35369705,23292902,419076,166377
163440705,163052272,419788,24689
31528072,768111,419797,129612
34880625,22215727,420829,102437
645484408,645451631,421175,312206
34700569,17847358,421176,260883
54675904,50913167,421201,38170
39569616,31158991,421325,117880
33833561,15374174,421359,244506
32238097,12392688,421626,7255
32053522,9506551,422007,137508
124674912,123496751,422137,388014
32414240,12712879,422670,96487
48495497,42538622,423165,266070
33516624,17066783,423432,151991
110355237,109465171,423793,26611
34141501,11186749,423864,279684
47377433,40613150,423987,289668
40558272,32511263,424050,65843
35020544,21810847,424834,25005
38198506,20158375,425355,348852
41316297,31142663,425843,293685
45541816,39285999,426507,164492
58167497,54669566,427542,4653
81935409,80240303,427553,68481
53610344,49235023,427644,189331
34121360,6227199,427882,277915
37327010,8008439,428025,365928
33402593,15075640,428474,108147
42646721,32780440,428488,304785
43452001,29331720,428624,389655
33241769,14313878,428766,40467
38648377,28641502,429465,121110
35964949,21426707,429479,227105
71929169,67802273,429594,403056
37164577,25609343,430465,118951
49436498,44185511,430605,114912
38830877,26657981,430914,267582
849700072,849682511,430957,243964
44180433,34492360,431386,320633
100075103,98512991,431796,327060
33910352,12409711,431957,218232
42962089,24341687,433735,414373
134898074,134068823,433956,312441
42516602,23348951,434076,411321
33389105,11225272,435008,15603
71427597,69002411,435203,19659
105499857,104397416,436359,114562
33390337,8414712,437460,54145
257932480,257748767,437513,524
186537521,186093400,437663,312690
182708560,182109999,438182,388935
57755985,53223887,438501,264781
50021489,43485864,438575,277510
43587152,30727183,438833,359550
41577297,23337736,438892,385381
44131259,36058043,438984,209616
33942056,11830479,439192,124621
106965136,105855359,440059,118586
40986401,28300680,440125,305074
148061873,147381720,440257,288814
36060344,4324623,440542,309233
48219743,41245535,440808,254484
39596945,4847272,441308,393771
40059992,22220031,442789,349246
37220568,23381471,443769,7660
37979213,9595755,443803,350573
263808449,263621393,444468,13086
64539053,60384941,444504,313020
35161057,16317888,444745,26556
53445233,48416751,444745,78937
244927649,244654648,444854,315549
58372925,53382187,444921,295189
55975473,49505336,445663,347670
68054657,64822911,445781,239939
39078325,26560979,445855,194209
37395631,13846015,446310,315936
82014733,79989051,446865,10259
36618369,14819983,447071,277123
96291921,94810504,447769,139426
52643169,43453088,447849,392012
62803703,58676375,448518,268926
36556537,20277623,448645,32141
37496545,1481807,448951,331603
36479711,19883999,449064,65436
36527056,4746431,449515,297170
38066721,11216600,449730,336637
43757296,23191119,450044,417171
55033375,46205887,450678,404514
43328869,11914643,450863,442477
59832097,54643536,451178,312963
35124539,12328763,451212,56988
43815313,34857361,451440,123048
45189971,34732115,452340,303816
34854521,677894,452346,147567
146064057,145287191,452457,294767
34743289,2080823,452477,59909
79803165,77523787,452549,139033
46915449,39142423,454019,168259
292603169,292416832,454777,266640
38878601,22590279,454937,257593
35387945,10539799,455393,108405
37293345,16009112,455606,261501
35081616,3568639,455717,14678
70960745,67978622,455778,73317
40310528,17213455,456298,361359
38494841,21236679,456341,253031
35795719,986023,456714,220326
66745953,62861135,457107,269801
50492402,43919063,457200,133791
47542509,29603563,457433,440737
57276698,50783495,457614,338193
41383483,20989195,458046,364272
39989113,27078550,458238,2463
107544173,106247741,459144,23970
72993245,69410667,459281,316261
36616207,6535183,459600,254496
71032349,67896123,460949,127229
42915185,23402177,460956,381006
71466177,68351711,461521,131769
56090821,48483219,461793,361243
39942048,4670975,461908,366783
37064321,13831560,462130,227141
48071882,39164231,462204,270819
37793009,18455248,462627,208456
40501241,26355374,463227,213696
35929000,6284927,463429,52534
60359928,51429295,463814,440359
64270577,60250248,464798,99215
40095653,21365155,465027,298541
54420136,46679919,465164,335253
207040704,206646287,465462,246385
107581680,105936287,466003,308886
60081809,55361008,466103,60738
37165617,15975248,466192,70515
107419459,105867283,466302,274524
88165010,85958327,466371,231534
38641522,21598231,466731,114138
36383824,5653199,467405,126440
39317017,23192806,468414,112521
46112912,12090751,469087,467748
36986552,10670863,469937,157290
55311657,49346471,470521,81207
71169041,67756824,471446,40489
308079377,307893903,471485,240821
41218577,27406216,471548,34869
44633681,25806024,471899,385748
49970513,32774280,472042,447001
344519509,344332787,472093,359915
153548306,152777159,472212,259701
36805921,3055064,472451,54614
41183681,19119424,472992,336431
36941137,3906656,472999,131362
59587337,54406471,473211,139907
164875176,164256095,473507,72750
87075681,84796639,474031,40849
65196241,58066584,474114,418951
235313749,234939637,474510,326406
54171625,45206329,474540,354966
53147938,46264855,474624,137217
226146344,225708943,474833,356454
41418229,10918597,475086,370320
43989992,31994367,475390,189925
40663112,25224783,475411,100660
67812209,62038488,475646,384593
40539697,13959056,475826,335329
93874401,91891919,475827,84151
49603373,36570365,475896,384462
40281960,20821567,475966,266101
44226849,30479503,476141,287113
97913921,96042600,476360,190159
323265816,323099215,477400,126931
39874192,22414383,477435,115568
188928049,188438568,478029,88388
294822865,294475272,478332,442043
37434929,3755848,478451,47544
46799024,13568223,479048,466439
42439944,5842927,479380,391243
50131625,38612102,479517,353142
43445002,4444231,479601,412686
119366713,118096606,480795,129204
40946913,18082216,480830,310451
42164873,27801735,480881,6769
38507248,14443391,480892,156895
48530698,24249031,481155,464232
610749016,610689135,481310,339831
55526209,48751608,481564,198351
82359329,79609968,481802,121027
233671033,233211790,481863,381426
130316897,129222568,482820,175273
86393113,83848535,482951,173831
39816849,20357743,483133,119533
39443665,5741552,483362,284921
56218121,49623209,484014,156414
39748049,19545688,484859,89664
138612877,137540653,485130,277578
80630609,77625807,485215,178687
77307145,74063607,485901,47447
75640481,71799960,486070,287261
114283937,112299168,486356,378265
38887673,9797630,486486,207543
42150337,26418216,487018,117579
306244664,305945487,487430,407761
41951968,25832415,487747,29274
38426266,2296999,488028,35973
39562705,2713752,488583,264842
47979025,25387952,488629,438812
42348889,7079518,489903,366246
48054529,21079688,490124,457727
41518977,23668696,490304,151073
89087917,86590731,490337,17487
92669786,90366119,490491,51384
74794759,70695943,490692,290424
523264705,523188912,491439,250228
155510029,154503003,492047,343797
162182225,161157919,492325,383223
55447413,48160355,492351,37331
185526449,184954408,492612,14893
71813665,67668912,492614,200253
1312721833,1312701070,492699,469062
74232607,70237471,492708,245316
41448057,22955831,493041,63073
58510969,52056183,493363,41691
154073317,153221331,494353,157539
141518656,140437439,494672,260273
50646321,39438079,494773,304903
43826712,23847023,494775,321562
79175585,75849712,494778,72227
40812226,2827735,495582,295605
40493425,4873664,497297,267530
40196608,15044655,498066,46151
42438226,24269575,498105,155082
794335840,794273807,498161,486086
193665896,192818319,498554,426769
155244776,154364719,499079,187266
47266001,33203344,499653,285712
